canton,year,profile,building_type,product,total_ex_vat_chf_kwh,grid_chf_kwh,energy_supply_chf_kwh,community_fees_chf_kwh,kev_chf_kwh,metering_var_chf_kwh,metering_fixed_chf_year,total_incl_vat_chf_kwh,grid_chf_kwh_incl_vat,energy_supply_chf_kwh_incl_vat,community_fees_chf_kwh_incl_vat,kev_chf_kwh_incl_vat,metering_var_chf_kwh_incl_vat
Grisons,2011,H8,maison_individuelle,Standard product,0.19888000000000003,0.09512000000000001,0.09224,0.008,0.0045000000000000005,,,0.21498928000000003,0.10282472000000001,0.09971144,0.008648,0.004864500000000001,
Valais,2014,H8,maison_individuelle,Standard product,0.16005,0.0698,0.08199999999999999,0.00685,0.006,,,0.17301405,0.0754538,0.08864199999999998,0.00740485,0.006486,
Valais,2015,H8,maison_individuelle,Standard product,0.15689999999999998,0.0687,0.07400000000000001,0.0077,0.011000000000000001,,,0.16960889999999998,0.07426469999999999,0.07999400000000001,0.0083237,0.011891,
Bern,2025,H8,maison_individuelle,Standard product,0.29725999999999997,0.124,0.1305,0.015,0.023,,,0.32133806,0.134044,0.1410705,0.016215,0.024863,
Geneva,2016,H8,maison_individuelle,Standard product,0.20964,0.08846,0.09438,0.0138,0.013000000000000001,,,0.22662084,0.09562525999999999,0.10202478,0.014917799999999998,0.014053000000000001,
Jura,2013,H8,maison_individuelle,Standard product,0.20723,0.0898,0.09792999999999999,0.015,0.0045000000000000005,,,0.22401563,0.0970738,0.10586232999999999,0.016215,0.004864500000000001,
Appenzell Innerrhoden,2011,H8,maison_individuelle,Standard product,0.1732,0.1001,0.06860000000000001,0.0,0.0045000000000000005,,,0.18722919999999998,0.10820809999999999,0.0741566,0.0,0.004864500000000001,
St Gallen,2011,H8,maison_individuelle,Standard product,0.18103333333333332,0.0975,0.07473333333333333,0.006,0.0045000000000000005,,,0.19569703333333333,0.1053975,0.08078673333333333,0.006486,0.004864500000000001,
Bern,2013,H8,maison_individuelle,Standard product,0.20686,0.0898,0.09792999999999999,0.015,0.0045000000000000005,,,0.22361565999999997,0.0970738,0.10586232999999999,0.016215,0.004864500000000001,
Nidwalden,2020,H8,maison_individuelle,Standard product,0.17815999999999999,0.07736,0.0678,0.01,0.023,,,0.19259095999999998,0.08362615999999999,0.07329179999999999,0.01081,0.024863,
Geneva,2011,H8,maison_individuelle,Standard product,0.19907,0.07844000000000001,0.1039,0.012230000000000001,0.0045000000000000005,,,0.21519466999999998,0.08479364,0.1123159,0.01322063,0.004864500000000001,
Fribourg,2026,H8,maison_individuelle,Standard product,0.26299,0.08458,0.14549,0.0,0.023,0.00992,74.4,0.28429219,0.09143098,0.15727469,0.0,0.024863,0.01072352
Jura,2024,H8,maison_individuelle,Standard product,0.2891,0.13570000000000002,0.11539999999999999,0.015,0.023,,,0.3125171,0.1466917,0.12474739999999998,0.016215,0.024863,
Nidwalden,2017,H8,maison_individuelle,Standard product,0.17815999999999999,0.08144,0.07171999999999999,0.01,0.015,,,0.19259095999999998,0.08803664,0.07752931999999998,0.01081,0.016215,
Bern,2023,H8,maison_individuelle,Standard product,0.2546,0.106,0.10300000000000001,0.015,0.023,,,0.2752226,0.114586,0.11134300000000001,0.016215,0.024863,
Fribourg,2021,H8,maison_individuelle,Standard product,0.20091,0.08403000000000001,0.09388,0.0,0.023,,,0.21718371,0.09083643000000001,0.10148428,0.0,0.024863,
Appenzell Innerrhoden,2020,H8,maison_individuelle,Standard product,0.171,0.0728,0.07519999999999999,0.0,0.023,,,0.18485100000000002,0.0786968,0.08129119999999998,0.0,0.024863,
Geneva,2022,H8,maison_individuelle,Standard product,0.19722,0.08181,0.08162000000000001,0.0108,0.023,,,0.21319482,0.08843660999999998,0.08823122000000001,0.0116748,0.024863,
Appenzell Innerrhoden,2021,H8,maison_individuelle,Standard product,0.171,0.0728,0.07519999999999999,0.0,0.023,,,0.18485100000000002,0.0786968,0.08129119999999998,0.0,0.024863,
Geneva,2014,H8,maison_individuelle,Standard product,0.17971,0.06863000000000001,0.09438,0.010700000000000001,0.006,,,0.19426651,0.07418903,0.10202478,0.011566700000000001,0.006486,
Geneva,2015,H8,maison_individuelle,Standard product,0.20764,0.08846,0.09438,0.0138,0.011000000000000001,,,0.22445884,0.09562525999999999,0.10202478,0.014917799999999998,0.011891,
Nidwalden,2018,H8,maison_individuelle,Standard product,0.18536000000000002,0.08064,0.07171999999999999,0.01,0.023,,,0.20037416000000002,0.08717184,0.07752931999999998,0.01081,0.024863,
Grisons,2024,H8,maison_individuelle,Standard product,0.2825,0.12179999999999999,0.13,0.011000000000000001,0.023,,,0.30538249999999995,0.1316658,0.14053,0.011891,0.024863,
Geneva,2019,H8,maison_individuelle,Standard product,0.20392,0.08423,0.08474,0.01196,0.023,,,0.22043751999999997,0.09105263,0.09160394,0.01292876,0.024863,
Vaud,2024,H8,maison_individuelle,Standard product,0.32787,0.13036,0.15631,0.016200000000000003,0.023,,,0.35442746999999997,0.14091916,0.16897111,0.017512200000000002,0.024863,
Vaud,2022,H8,maison_individuelle,Standard product,0.21265,0.0906,0.07735,0.0152,0.023,,,0.22987464999999999,0.0979386,0.08361535,0.0164312,0.024863,
Vaud,2015,H8,maison_individuelle,Standard product,0.2104,0.09186,0.0968,0.009000000000000001,0.011000000000000001,,,0.2274424,0.09930066,0.10464079999999999,0.009729000000000002,0.011891,
St Gallen,2016,H8,maison_individuelle,Standard product,0.1791,0.09579,0.061799999999999994,0.006,0.013000000000000001,,,0.1936071,0.10354899,0.06680579999999998,0.006486,0.014053000000000001,
Bern,2015,H8,maison_individuelle,Standard product,0.22068000000000002,0.10220000000000001,0.09721500000000001,0.015,0.011000000000000001,,,0.23855508,0.11047820000000001,0.105089415,0.016215,0.011891,
Jura,2023,H8,maison_individuelle,Standard product,0.2414,0.106,0.0974,0.015,0.023,,,0.2609534,0.114586,0.10528939999999999,0.016215,0.024863,
Obwalden,2014,H8,maison_individuelle,Standard product,0.20651,0.09777,0.08874,0.013999999999999999,0.006,,,0.22323731,0.10568936999999999,0.09592793999999999,0.015133999999999998,0.006486,
Valais,2021,H8,maison_individuelle,Standard product,0.1679,0.07238,0.0708,0.0079,0.023,,,0.1814999,0.07824278,0.0765348,0.008539900000000001,0.024863,
Appenzell Innerrhoden,2014,H8,maison_individuelle,Standard product,0.1672,0.08800000000000001,0.0732,0.0,0.006,,,0.1807432,0.095128,0.0791292,0.0,0.006486,
Nidwalden,2026,H8,maison_individuelle,Standard product,0.2057,0.09910000000000001,0.06480000000000001,0.01,0.023,0.0088,66.0,0.2223617,0.1071271,0.07004880000000001,0.01081,0.024863,0.0095128
Valais,2023,H8,maison_individuelle,Standard product,0.2905,0.0859,0.17,0.009399999999999999,0.023,,,0.3140305,0.09285790000000001,0.18377000000000002,0.010161399999999998,0.024863,
Zurich,2021,H8,maison_individuelle,Standard product,0.1704,0.072365,0.07333,0.0025,0.023,,,0.1842024,0.078226565,0.07926973000000001,0.0027025,0.024863,
Vaud,2017,H8,maison_individuelle,Standard product,0.20578,0.09228,0.0895,0.0095,0.015,,,0.22244818,0.09975468,0.09674949999999999,0.010269499999999999,0.016215,
Jura,2026,H8,maison_individuelle,Standard product,0.25993,0.10400000000000001,0.1054,0.017,0.023,0.01053,79.0,0.28098433,0.11242400000000001,0.1139374,0.018377,0.024863,0.01138293
Bern,2021,H8,maison_individuelle,Standard product,0.2279,0.09820000000000001,0.08705,0.015,0.023,,,0.2463599,0.1061542,0.09410105,0.016215,0.024863,
Jura,2025,H8,maison_individuelle,Standard product,0.27440000000000003,0.124,0.1104,0.017,0.023,,,0.2966264,0.134044,0.11934239999999999,0.018377,0.024863,
Appenzell Innerrhoden,2022,H8,maison_individuelle,Standard product,0.18,0.0758,0.0812,0.0,0.023,,,0.19457999999999998,0.08193980000000001,0.08777719999999999,0.0,0.024863,
Geneva,2013,H8,maison_individuelle,Standard product,0.17821,0.06863000000000001,0.09438,0.010700000000000001,0.0045000000000000005,,,0.19264501,0.07418903,0.10202478,0.011566700000000001,0.004864500000000001,
Vaud,2023,H8,maison_individuelle,Standard product,0.31656,0.10194,0.17591,0.015700000000000002,0.023,,,0.34220136,0.11019714,0.19015871,0.016971700000000003,0.024863,
Valais,2018,H8,maison_individuelle,Standard product,0.1574,0.0692,0.0638,0.0068000000000000005,0.023,,,0.1701494,0.07480519999999999,0.0689678,0.0073508,0.024863,
Glarus,2019,H1,maison_individuelle,Standard product,0.27065,0.16765,0.069,0.003,0.023,,,0.29257265,0.18122965,0.074589,0.003243,0.024863,
Ticino,2014,H1,maison_individuelle,Standard product,0.22780999999999998,0.12140000000000001,0.0855,0.0197,0.006,,,0.24626260999999997,0.1312334,0.09242550000000001,0.021295699999999997,0.006486,
Neuchâtel,2014,H1,maison_individuelle,Standard product,0.26056,0.1467,0.096,0.015600000000000001,0.006,,,0.28166536000000003,0.1585827,0.103776,0.0168636,0.006486,
Solothurn,2022,H1,maison_individuelle,Standard product,0.26963000000000004,0.15164999999999998,0.08304,0.0069,0.023,,,0.29147003000000005,0.16393364999999996,0.08976624,0.007458899999999999,0.024863,
Schwyz,2023,H1,maison_individuelle,Standard product,0.35186999999999996,0.14328,0.15487,0.008100000000000001,0.023,,,0.38037146999999993,0.15488568,0.16741447,0.008756100000000001,0.024863,
Glarus,2024,H1,maison_individuelle,Standard product,0.35752,0.19569,0.13699999999999998,0.003,0.023,,,0.38647912,0.21154089,0.14809699999999998,0.003243,0.024863,
Glarus,2018,H1,maison_individuelle,Standard product,0.260455,0.1765,0.059875,0.003,0.023,,,0.28155185499999996,0.19079649999999998,0.064724875,0.003243,0.024863,
Zurich,2012,H1,maison_individuelle,Standard product,0.19068000000000002,0.10044,0.081765,0.0016,0.0045000000000000005,,,0.20612508000000002,0.10857564,0.088387965,0.0017296,0.004864500000000001,
Zurich,2016,H1,maison_individuelle,Standard product,0.19451000000000002,0.10717,0.0654,0.0024,0.013000000000000001,,,0.21026531,0.11585076999999999,0.0706974,0.0025943999999999997,0.014053000000000001,
Solothurn,2021,H1,maison_individuelle,Standard product,0.26952000000000004,0.14185,0.08015,0.01,0.023,,,0.29135112,0.15333985,0.08664215,0.01081,0.024863,
St Gallen,2018,H1,maison_individuelle,Standard product,0.2368,0.14482,0.06269999999999999,0.0075,0.023,,,0.2559808,0.15655042,0.06777869999999998,0.0081075,0.024863,
Glarus,2013,H1,maison_individuelle,Standard product,0.2376,0.14944000000000002,0.0755,0.001,0.0045000000000000005,,,0.2568456,0.16154464000000002,0.0816155,0.001081,0.004864500000000001,
Ticino,2020,H1,maison_individuelle,Standard product,0.24377,0.1251,0.08,0.022099999999999998,0.023,,,0.26351536999999997,0.1352331,0.08648,0.023890099999999997,0.024863,
Appenzell Ausserrhoden,2013,H1,maison_individuelle,Standard product,0.2119,0.1096,0.0978,0.0,0.0045000000000000005,,,0.2290639,0.1184776,0.10572179999999999,0.0,0.004864500000000001,
Neuchâtel,2020,H1,maison_individuelle,Standard product,0.2683,0.1358,0.0935,0.016,0.023,,,0.29003229999999997,0.1467998,0.1010735,0.017296,0.024863,
Bern,2024,H1,maison_individuelle,Standard product,0.36432000000000003,0.19175,0.13457,0.015,0.023,,,0.39382992,0.20728175,0.14547016999999998,0.016215,0.024863,
Jura,2019,H1,maison_individuelle,Standard product,0.32482999999999995,0.17024999999999998,0.11657999999999999,0.015,0.023,,,0.3511412299999999,0.18404025,0.12602297999999998,0.016215,0.024863,
Uri,2012,H1,maison_individuelle,Standard product,0.2882,0.17809999999999998,0.09,0.015600000000000001,0.0045000000000000005,,,0.3115442,0.19252609999999998,0.09728999999999999,0.0168636,0.004864500000000001,
Uri,2020,H1,maison_individuelle,Standard product,0.2858,0.1746,0.0782,0.01,0.023,,,0.3089498,0.1887426,0.0845342,0.01081,0.024863,
Valais,2023,H1,maison_individuelle,Standard product,0.34274,0.1261,0.17,0.01269,0.023,,,0.37050194,0.1363141,0.18377000000000002,0.01371789,0.024863,
Geneva,2012,H1,maison_individuelle,Standard product,0.19017,0.07073,0.10391,0.01103,0.0045000000000000005,,,0.20557377,0.07645913,0.11232671,0.011923429999999999,0.004864500000000001,
Zurich,2015,H1,maison_individuelle,Standard product,0.19994499999999998,0.10294,0.07126,0.0024,0.011000000000000001,,,0.21614054499999996,0.11127814,0.07703206,0.0025943999999999997,0.011891,
Obwalden,2026,H1,maison_individuelle,Standard product,0.29754,0.11567,0.10061999999999999,0.013999999999999999,0.023,0.04425,70.8,0.32164074000000004,0.12503926999999998,0.10877021999999999,0.015133999999999998,0.024863,0.047834249999999995
Valais,2011,H1,maison_individuelle,Standard product,0.24028,0.12445,0.106,0.010700000000000001,0.0045000000000000005,,,0.25974268,0.13453045,0.114586,0.011566700000000001,0.004864500000000001,
Obwalden,2023,H1,maison_individuelle,Standard product,0.35002,0.15052,0.1625,0.013999999999999999,0.023,,,0.37837161999999996,0.16271212,0.1756625,0.015133999999999998,0.024863,
Ticino,2021,H1,maison_individuelle,Standard product,0.24717,0.1261,0.078,0.0225,0.023,,,0.26719076999999997,0.1363141,0.08431799999999999,0.024322499999999997,0.024863,
Appenzell Innerrhoden,2022,H1,maison_individuelle,Standard product,0.24445,0.14045,0.081,0.0,0.023,,,0.26425044999999997,0.15182644999999997,0.087561,0.0,0.024863,
Jura,2021,H1,maison_individuelle,Standard product,0.32403,0.16945,0.11657999999999999,0.015,0.023,,,0.35027642999999997,0.18317545,0.12602297999999998,0.016215,0.024863,
Neuchâtel,2024,H1,maison_individuelle,Standard product,0.41934,0.18077000000000001,0.19957,0.016,0.023,,,0.45330654,0.19541237,0.21573516999999998,0.017296,0.024863,
Valais,2024,H1,maison_individuelle,Standard product,0.36221,0.14300000000000002,0.175,0.01325,0.023,,,0.39154901,0.154583,0.18917499999999998,0.01432325,0.024863,
Appenzell Innerrhoden,2019,H1,maison_individuelle,Standard product,0.23303000000000001,0.14025,0.06978,0.0,0.023,,,0.25190543,0.15161025,0.07543217999999999,0.0,0.024863,
Obwalden,2015,H1,maison_individuelle,Standard product,0.28232,0.15689,0.10042999999999999,0.013999999999999999,0.011000000000000001,,,0.30518792,0.16959809,0.10856482999999999,0.015133999999999998,0.011891,
Solothurn,2024,H1,maison_individuelle,Standard product,0.37317999999999996,0.18198,0.16596,0.01,0.023,,,0.40340757999999993,0.19672038,0.17940276,0.01081,0.024863,
Bern,2015,H1,maison_individuelle,Standard product,0.2844,0.158,0.104515,0.015,0.011000000000000001,,,0.3074364,0.170798,0.112980715,0.016215,0.011891,
Schwyz,2025,H1,maison_individuelle,Standard product,0.33103,0.16433499999999998,0.13112000000000001,0.008100000000000001,0.023,,,0.35784342999999996,0.17764613499999998,0.14174072000000001,0.008756100000000001,0.024863,
Glarus,2021,H1,maison_individuelle,Standard product,0.25678999999999996,0.15584,0.06849999999999999,0.003,0.023,,,0.27758998999999995,0.16846304,0.07404849999999999,0.003243,0.024863,
Uri,2021,H1,maison_individuelle,Standard product,0.2809,0.1746,0.0733,0.01,0.023,,,0.30365289999999995,0.1887426,0.0792373,0.01081,0.024863,
Ticino,2013,H1,maison_individuelle,Standard product,0.24803999999999998,0.11710000000000001,0.096,0.02,0.0045000000000000005,,,0.26813124,0.1265851,0.103776,0.02162,0.004864500000000001,
Obwalden,2016,H1,maison_individuelle,Standard product,0.26796,0.15288000000000002,0.08807999999999999,0.013999999999999999,0.013000000000000001,,,0.28966475999999997,0.16526328,0.09521447999999999,0.015133999999999998,0.014053000000000001,
Solothurn,2014,H1,maison_individuelle,Standard product,0.2553,0.1516,0.0877,0.01,0.006,,,0.27597930000000004,0.16387960000000001,0.09480369999999999,0.01081,0.006486,
Ticino,2025,H1,maison_individuelle,Standard product,0.32004,0.1528,0.12194,0.0223,0.023,,,0.34596324,0.16517679999999998,0.13181714,0.0241063,0.024863,
Obwalden,2019,H1,maison_individuelle,Standard product,0.26632,0.1434,0.08592000000000001,0.013999999999999999,0.023,,,0.28789191999999997,0.1550154,0.09287952000000001,0.015133999999999998,0.024863,
Uri,2024,H1,maison_individuelle,Standard product,0.37395,0.19337,0.14758,0.01,0.023,,,0.40423995,0.20903296999999998,0.15953398,0.01081,0.024863,
Solothurn,2012,H1,maison_individuelle,Standard product,0.28774,0.1698,0.10099999999999999,0.01,0.0045000000000000005,,,0.31104694,0.1835538,0.10918099999999999,0.01081,0.004864500000000001,
Ticino,2024,H1,maison_individuelle,Standard product,0.3448,0.153,0.15,0.0213,0.023,,,0.37272879999999997,0.16539299999999998,0.16215,0.0230253,0.024863,
Schwyz,2021,H1,maison_individuelle,Standard product,0.25067,0.13482,0.07336000000000001,0.008100000000000001,0.023,,,0.27097427,0.14574041999999998,0.07930216000000001,0.008756100000000001,0.024863,
Solothurn,2023,H1,maison_individuelle,Standard product,0.33960999999999997,0.1573,0.15392,0.01,0.023,,,0.36711840999999995,0.17004129999999998,0.16638751999999998,0.01081,0.024863,
Basel Stadt,2012,H1,maison_individuelle,Standard product,0.23271,0.08404,0.07946,0.0647,0.0045000000000000005,,,0.25155951,0.09084724,0.08589626,0.0699407,0.004864500000000001,
Schwyz,2024,H1,maison_individuelle,Standard product,0.38237000000000004,0.16534,0.19074000000000002,0.008100000000000001,0.023,,,0.41334197000000006,0.17873253999999997,0.20618994000000002,0.008756100000000001,0.024863,
Appenzell Innerrhoden,2017,H1,maison_individuelle,Standard product,0.20175,0.11675,0.07,0.0,0.015,,,0.21809175,0.12620675,0.07567,0.0,0.016215,
Solothurn,2025,H1,maison_individuelle,Standard product,0.3685,0.1778,0.15417999999999998,0.01,0.023,,,0.3983485,0.1922018,0.16666857999999998,0.01081,0.024863,
Neuchâtel,2012,H1,maison_individuelle,Standard product,0.282,0.1425,0.11561,0.019,0.0045000000000000005,,,0.30484199999999995,0.15404249999999997,0.12497441,0.020538999999999998,0.004864500000000001,
Obwalden,2013,H1,maison_individuelle,Standard product,0.26457,0.13814,0.10993,0.012,0.0045000000000000005,,,0.28600017,0.14932934,0.11883433,0.012972,0.004864500000000001,
Uri,2025,H1,maison_individuelle,Standard product,0.3741,0.18758,0.15352,0.01,0.023,,,0.4044021,0.20277398,0.16595511999999998,0.01081,0.024863,
Solothurn,2019,H1,maison_individuelle,Standard product,0.26385000000000003,0.14265,0.07925,0.01,0.023,,,0.28522185,0.15420465,0.08566925,0.01081,0.024863,
Schwyz,2011,H1,maison_individuelle,Standard product,0.22705999999999998,0.14245,0.08163999999999999,0.0060999999999999995,0.0045000000000000005,,,0.24545185999999997,0.15398845,0.08825283999999999,0.0065940999999999994,0.004864500000000001,
Zurich,2013,H1,maison_individuelle,Standard product,0.18807,0.09523999999999999,0.08432,0.0016,0.0045000000000000005,,,0.20330367,0.10295443999999998,0.09114992000000001,0.0017296,0.004864500000000001,
Solothurn,2015,H1,maison_individuelle,Standard product,0.25055,0.1466,0.08744,0.01,0.011000000000000001,,,0.27084454999999996,0.1584746,0.09452264,0.01081,0.011891,
Valais,2018,H1,maison_individuelle,Standard product,0.20714,0.1105,0.071,0.010700000000000001,0.023,,,0.22391834,0.1194505,0.07675099999999999,0.011566700000000001,0.024863,
Geneva,2014,H1,maison_individuelle,Standard product,0.18495999999999999,0.07073,0.09720000000000001,0.01103,0.006,,,0.19994175999999997,0.07645913,0.1050732,0.011923429999999999,0.006486,
Neuchâtel,2013,H1,maison_individuelle,Standard product,0.2675,0.1374,0.1066,0.019,0.0045000000000000005,,,0.2891675,0.14852939999999998,0.11523459999999999,0.020538999999999998,0.004864500000000001,
Schaffhausen,2015,H1,maison_individuelle,Standard product,0.24058,0.149125,0.07414,0.0,0.011000000000000001,,,0.26006698,0.161204125,0.08014534,0.0,0.011891,
Lucerne,2021,C3,appartement,Standard product,0.15825,0.07418,0.05364,0.0074199999999999995,0.023,,,0.17106825,0.08018858,0.057984839999999996,0.008021019999999998,0.024863,
Uri,2020,C3,appartement,Standard product,0.17143,0.08753,0.05389,0.006999999999999999,0.023,,,0.18531583,0.09461992999999999,0.058255089999999995,0.007566999999999999,0.024863,
Uri,2015,C3,appartement,Standard product,0.18427,0.09352,0.07014999999999999,0.0096,0.011000000000000001,,,0.19919586999999997,0.10109512,0.07583214999999999,0.010377599999999999,0.011891,
Schaffhausen,2026,C3,appartement,Standard product,0.3036,0.1559,0.1199,0.0,0.023,0.0048,720.0,0.32819159999999997,0.1685279,0.1296119,0.0,0.024863,0.0051887999999999995
Lucerne,2025,H1,maison_individuelle,Standard product,0.23662,0.11692999999999999,0.085,0.01169,0.023,,,0.25578622,0.12640132999999998,0.09188500000000001,0.01263689,0.024863,
Obwalden,2020,H1,maison_individuelle,Standard product,0.2661,0.1426,0.08650000000000001,0.013999999999999999,0.023,,,0.28765409999999997,0.1541506,0.0935065,0.015133999999999998,0.024863,
Glarus,2011,H1,maison_individuelle,Standard product,0.2242,0.13970000000000002,0.079,0.001,0.0045000000000000005,,,0.2423602,0.1510157,0.085399,0.001081,0.004864500000000001,
Aargau,2020,H1,maison_individuelle,Standard product,0.24438,0.1411,0.07583999999999999,0.008,0.023,,,0.26417478,0.1525291,0.08198304,0.008648,0.024863,
Geneva,2016,H1,maison_individuelle,Standard product,0.21559999999999999,0.09118,0.09720000000000001,0.01423,0.013000000000000001,,,0.23306359999999998,0.09856558,0.1050732,0.01538263,0.014053000000000001,
Jura,2011,H1,maison_individuelle,Standard product,0.29875,0.16975,0.10949999999999999,0.015,0.0045000000000000005,,,0.32294875,0.18349975000000002,0.11836949999999997,0.016215,0.004864500000000001,
Obwalden,2014,H1,maison_individuelle,Standard product,0.27242,0.14999,0.10243000000000001,0.013999999999999999,0.006,,,0.29448601999999996,0.16213919000000002,0.11072683,0.015133999999999998,0.006486,
Uri,2011,C3,appartement,Standard product,0.19268000000000002,0.09353,0.08695,0.0077,0.0045000000000000005,,,0.20828708,0.10110593,0.09399294999999999,0.0083237,0.004864500000000001,
Basel Stadt,2012,C3,appartement,Standard product,0.22125,0.06974999999999999,0.086,0.061,0.0045000000000000005,,,0.23917125,0.07539974999999999,0.092966,0.065941,0.004864500000000001,
Zug,2024,C3,appartement,Standard product,0.30532,0.09939999999999999,0.18539999999999998,0.006500000000000001,0.023,,,0.33005091999999997,0.10745139999999999,0.20041739999999997,0.007026500000000001,0.024863,
Zug,2022,C3,appartement,Standard product,0.16704,0.07695,0.06605,0.004699999999999999,0.023,,,0.18057024,0.08318295,0.07140004999999999,0.005080699999999999,0.024863,
Lucerne,2017,C3,appartement,Standard product,0.1661,0.08191000000000001,0.061,0.00819,0.015,,,0.1795541,0.08854471000000001,0.065941,0.00885339,0.016215,
Basel Stadt,2019,C3,appartement,Standard product,0.2626,0.10089000000000001,0.06964000000000001,0.06908,0.023,,,0.2838706,0.10906209,0.07528084,0.07467548,0.024863,
Uri,2012,C3,appartement,Standard product,0.18957999999999997,0.09043,0.08695,0.0077,0.0045000000000000005,,,0.20493597999999996,0.09775482999999999,0.09399294999999999,0.0083237,0.004864500000000001,
Basel Stadt,2020,C3,appartement,Standard product,0.2608,0.10009,0.06964000000000001,0.06808,0.023,,,0.2819248,0.10819728999999999,0.07528084,0.07359448,0.024863,
Lucerne,2026,C3,appartement,Standard product,0.23626999999999998,0.0833,0.12,0.00848,0.023,0.00149,223.2,0.25540787,0.0900473,0.12972,0.009166879999999999,0.024863,0.00161069
Uri,2014,C3,appartement,Standard product,0.1882,0.09451999999999999,0.07798,0.0097,0.006,,,0.2034442,0.10217612,0.08429637999999999,0.0104857,0.006486,
Lucerne,2025,C3,appartement,Standard product,0.20889,0.09172000000000001,0.085,0.009170000000000001,0.023,,,0.22581009,0.09914932000000001,0.09188500000000001,0.009912770000000001,0.024863,
Lucerne,2023,C3,appartement,Standard product,0.27365,0.08685999999999999,0.15511,0.00868,0.023,,,0.29581565,0.09389565999999999,0.16767390999999998,0.00938308,0.024863,
Uri,2019,C3,appartement,Standard product,0.17173,0.08782999999999999,0.05389,0.006999999999999999,0.023,,,0.18564013,0.09494422999999999,0.058255089999999995,0.007566999999999999,0.024863,
Uri,2018,C3,appartement,Standard product,0.17081,0.08692,0.05389,0.006999999999999999,0.023,,,0.18464561,0.09396051999999999,0.058255089999999995,0.007566999999999999,0.024863,
Bern,2011,H1,maison_individuelle,Standard product,0.29364999999999997,0.16975,0.106665,0.015,0.0045000000000000005,,,0.31743564999999996,0.18349975000000002,0.11530486499999999,0.016215,0.004864500000000001,
St Gallen,2019,H1,maison_individuelle,Standard product,0.23952,0.137235,0.07381,0.006999999999999999,0.023,,,0.25892112,0.148351035,0.07978861,0.007566999999999999,0.024863,
Valais,2021,H1,maison_individuelle,Standard product,0.23190000000000002,0.1091,0.0855,0.011000000000000001,0.023,,,0.2506839,0.1179371,0.09242550000000001,0.011891,0.024863,
Obwalden,2021,H1,maison_individuelle,Standard product,0.2661,0.1426,0.08650000000000001,0.013999999999999999,0.023,,,0.28765409999999997,0.1541506,0.0935065,0.015133999999999998,0.024863,
Jura,2026,H1,maison_individuelle,Standard product,0.36515000000000003,0.1512,0.12457000000000001,0.017,0.023,0.04938,79.0,0.39472715,0.1634472,0.13466017000000002,0.018377,0.024863,0.05337978
Valais,2013,H1,maison_individuelle,Standard product,0.2266,0.109,0.102,0.0106,0.0045000000000000005,,,0.2449546,0.11782899999999999,0.11026199999999999,0.0114586,0.004864500000000001,
Uri,2018,H1,maison_individuelle,Standard product,0.28975,0.1747,0.08205,0.01,0.023,,,0.31321975,0.18885069999999998,0.08869605,0.01081,0.024863,
Valais,2019,H1,maison_individuelle,Standard product,0.2192,0.1109,0.078,0.01,0.023,,,0.2369552,0.1198829,0.08431799999999999,0.01081,0.024863,
Valais,2015,H1,maison_individuelle,Standard product,0.20550000000000002,0.11125,0.0795,0.010700000000000001,0.011000000000000001,,,0.2221455,0.12026125,0.0859395,0.011566700000000001,0.011891,
Aargau,2026,H1,maison_individuelle,Standard product,0.33271999999999996,0.15130000000000002,0.114,0.0075,0.023,0.0375,60.0,0.35967031999999993,0.16355530000000001,0.123234,0.0081075,0.024863,0.0405375
St Gallen,2012,H1,maison_individuelle,Standard product,0.24495,0.14647500000000002,0.08166999999999999,0.0075,0.0045000000000000005,,,0.26479094999999997,0.158339475,0.08828526999999999,0.0081075,0.004864500000000001,
Valais,2020,H1,maison_individuelle,Standard product,0.2343,0.10635,0.0925,0.010700000000000001,0.023,,,0.2532783,0.11496434999999999,0.0999925,0.011566700000000001,0.024863,
Appenzell Innerrhoden,2012,H1,maison_individuelle,Standard product,0.24634,0.16684000000000002,0.075,0.0,0.0045000000000000005,,,0.26629354,0.18035404000000002,0.081075,0.0,0.004864500000000001,
Geneva,2024,H1,maison_individuelle,Standard product,0.29303999999999997,0.12345,0.13187,0.01472,0.023,,,0.31677623999999993,0.13344945,0.14255146999999999,0.01591232,0.024863,
Uri,2014,H1,maison_individuelle,Standard product,0.3013,0.1834,0.09300000000000001,0.0189,0.006,,,0.3257053,0.1982554,0.10053300000000001,0.0204309,0.006486,
Lucerne,2013,H1,maison_individuelle,Standard product,0.20462,0.09634000000000001,0.09244999999999999,0.01133,0.0045000000000000005,,,0.22119422,0.10414354,0.09993844999999998,0.01224773,0.004864500000000001,
Valais,2017,H1,maison_individuelle,Standard product,0.19678,0.11,0.0625,0.01,0.015,,,0.21271918,0.11891,0.0675625,0.01081,0.016215,
Jura,2018,H1,maison_individuelle,Standard product,0.3287,0.1797,0.111,0.015,0.023,,,0.3553247,0.1942557,0.119991,0.016215,0.024863,
Jura,2024,H1,maison_individuelle,Standard product,0.36432000000000003,0.19175,0.13457,0.015,0.023,,,0.39382992,0.20728175,0.14547016999999998,0.016215,0.024863,
Lucerne,2022,H1,maison_individuelle,Standard product,0.20904,0.08441000000000001,0.09323000000000001,0.0084,0.023,,,0.22597224,0.09124721000000001,0.10078163000000001,0.009080399999999999,0.024863,
