canton,year,profile,building_type,product,total_ex_vat_chf_kwh,grid_chf_kwh,energy_supply_chf_kwh,community_fees_chf_kwh,kev_chf_kwh,metering_var_chf_kwh,metering_fixed_chf_year,total_incl_vat_chf_kwh,grid_chf_kwh_incl_vat,energy_supply_chf_kwh_incl_vat,community_fees_chf_kwh_incl_vat,kev_chf_kwh_incl_vat,metering_var_chf_kwh_incl_vat
Geneva,2019,C3,appartement,Cheapest product,0.16675,0.07071,0.07304000000000001,0.0,0.023,,,0.18025675,0.07643750999999999,0.07895624000000001,0.0,0.024863,
Obwalden,2021,C3,appartement,Cheapest product,0.18366,0.0779,0.06876,0.013999999999999999,0.023,,,0.19853645999999997,0.08420989999999999,0.07432956,0.015133999999999998,0.024863,
Neuchâtel,2020,H4,maison_individuelle,Cheapest product,0.22357,0.09469,0.08988,0.016,0.023,,,0.24167916999999997,0.10235989,0.09716028,0.017296,0.024863,
Uri,2024,H4,maison_individuelle,Cheapest product,0.31112,0.13663999999999998,0.14148,0.01,0.023,,,0.33632072,0.14770783999999998,0.15293988,0.01081,0.024863,
Neuchâtel,2022,H4,maison_individuelle,Cheapest product,0.22633,0.11384999999999999,0.082175,0.016,0.023,,,0.24466273,0.12307184999999998,0.088831175,0.017296,0.024863,
Bern,2021,C2,appartement,Cheapest product,0.22695,0.102,0.09195,0.01,0.023,,,0.24533295,0.11026199999999999,0.09939795,0.01081,0.024863,
Thurgau,2021,C2,appartement,Cheapest product,0.17028,0.0767,0.06820999999999999,0.0026,0.023,,,0.18407268,0.0829127,0.07373500999999999,0.0028106,0.024863,
Thurgau,2019,C3,appartement,Cheapest product,0.17055,0.08453,0.060469999999999996,0.0034999999999999996,0.023,,,0.18436455,0.09137693,0.06536806999999999,0.0037834999999999995,0.024863,
Glarus,2018,H4,maison_individuelle,Cheapest product,0.1999,0.10839,0.057519999999999995,0.003,0.023,,,0.21609189999999998,0.11716958999999999,0.06217911999999999,0.003243,0.024863,
Neuchâtel,2024,H4,maison_individuelle,Cheapest product,0.33602,0.12219,0.17484000000000002,0.016,0.023,,,0.36323762,0.13208739,0.18900204,0.017296,0.024863,
Neuchâtel,2022,C6,appartement,Cheapest product,0.16396999999999998,0.05229,0.07976,0.012,0.023,,,0.17725156999999997,0.056525490000000005,0.08622055999999999,0.012972,0.024863,
Basel Landschaft,2025,H4,maison_individuelle,Cheapest product,0.31684,0.16195,0.12849,0.0034000000000000002,0.023,,,0.34250404,0.17506795,0.13889769,0.0036754,0.024863,
Neuchâtel,2020,C2,appartement,Cheapest product,0.21139,0.07833,0.09406,0.016,0.023,,,0.22851259,0.08467472999999999,0.10167886,0.017296,0.024863,
Bern,2024,H4,maison_individuelle,Cheapest product,0.2927,0.14583000000000002,0.10887000000000001,0.015,0.023,,,0.3164087,0.15764223000000002,0.11768847,0.016215,0.024863,
Fribourg,2025,C6,appartement,Cheapest product,0.21343,0.06193,0.1285,0.0,0.023,,,0.23071783,0.06694633,0.1389085,0.0,0.024863,
Valais,2018,C3,appartement,Cheapest product,0.13896,0.05738000000000001,0.05229,0.0068000000000000005,0.023,,,0.15021576,0.062027780000000005,0.056525490000000005,0.0073508,0.024863,
Ticino,2018,C3,appartement,Cheapest product,0.20822,0.09672,0.067,0.0215,0.023,,,0.22508582,0.10455431999999999,0.072427,0.0232415,0.024863,
Lucerne,2022,H4,maison_individuelle,Cheapest product,0.1999,0.08395,0.08456,0.0084,0.023,,,0.21609189999999998,0.09074995,0.09140936,0.009080399999999999,0.024863,
Neuchâtel,2020,C6,appartement,Cheapest product,0.15560000000000002,0.03834,0.08625999999999999,0.008,0.023,,,0.1682036,0.041445539999999996,0.09324705999999998,0.008648,0.024863,
Ticino,2022,C3,appartement,Cheapest product,0.21911000000000003,0.09721,0.077,0.0219,0.023,,,0.23685791000000003,0.10508401,0.08323699999999999,0.023673899999999998,0.024863,
Ticino,2019,C3,appartement,Cheapest product,0.21012,0.09592,0.0695,0.0217,0.023,,,0.22713972,0.10368952000000001,0.0751295,0.0234577,0.024863,
Schwyz,2025,H2,maison_individuelle,Cheapest product,0.28744,0.14377,0.12108000000000001,0.01,0.023,,,0.31072263999999994,0.15541537,0.13088748,0.01081,0.024863,
Ticino,2020,C3,appartement,Cheapest product,0.21222000000000002,0.09512000000000001,0.07200000000000001,0.022099999999999998,0.023,,,0.22940982000000001,0.10282472000000001,0.07783200000000001,0.023890099999999997,0.024863,
Glarus,2024,H4,maison_individuelle,Cheapest product,0.33326999999999996,0.16327000000000003,0.13699999999999998,0.01,0.023,,,0.36026486999999996,0.17649487000000003,0.14809699999999998,0.01081,0.024863,
Solothurn,2022,C3,appartement,Cheapest product,0.20589,0.08649,0.08341,0.005,0.023,,,0.22256708999999997,0.09349568999999999,0.09016621,0.005405,0.024863,
Vaud,2019,C2,appartement,Cheapest product,0.20440000000000003,0.0864,0.086,0.009000000000000001,0.023,,,0.22095640000000003,0.0933984,0.092966,0.009729000000000002,0.024863,
Aargau,2023,C6,appartement,Cheapest product,0.17058,0.037000000000000005,0.10880000000000001,0.00178,0.023,,,0.18439698000000002,0.039997000000000005,0.1176128,0.0019241799999999997,0.024863,
St Gallen,2018,C4,appartement,Cheapest product,0.13863,0.06624,0.04912,0.006,0.023,,,0.14985903,0.07160543999999999,0.053098719999999995,0.006486,0.024863,
Obwalden,2023,C3,appartement,Cheapest product,0.27313,0.0849,0.15123,0.013999999999999999,0.023,,,0.29525353,0.0917769,0.16347963,0.015133999999999998,0.024863,
Aargau,2018,H4,maison_individuelle,Cheapest product,0.18581,0.09413,0.06323000000000001,0.0054600000000000004,0.023,,,0.20086061,0.10175453,0.06835163000000001,0.00590226,0.024863,
Lucerne,2018,C2,appartement,Cheapest product,0.21029,0.10132999999999999,0.07582,0.010129999999999998,0.023,,,0.22732349,0.10953772999999999,0.08196142,0.010950529999999998,0.024863,
Obwalden,2025,C3,appartement,Cheapest product,0.24234000000000003,0.10638,0.09896,0.013999999999999999,0.023,,,0.26196954,0.11499677999999999,0.10697576,0.015133999999999998,0.024863,
Lucerne,2020,H4,maison_individuelle,Cheapest product,0.1332,0.07595,0.02666,0.00759,0.023,,,0.1439892,0.08210195,0.028819459999999998,0.00820479,0.024863,
Valais,2026,C3,appartement,Cheapest product,0.22724,0.0698,0.12486000000000001,0.008,0.023,0.00158,236.4,0.24564644,0.0754538,0.13497366,0.008648,0.024863,0.00170798
Jura,2022,C2,appartement,Cheapest product,0.20809999999999998,0.0916,0.08349999999999999,0.01,0.023,,,0.22495609999999996,0.0990196,0.09026349999999998,0.01081,0.024863,
Glarus,2021,H4,maison_individuelle,Cheapest product,0.21366,0.12175000000000001,0.0659,0.003,0.023,,,0.23096645999999998,0.13161175,0.07123789999999999,0.003243,0.024863,
Appenzell Innerrhoden,2022,H4,maison_individuelle,Cheapest product,0.19702999999999998,0.09683,0.07719999999999999,0.0,0.023,,,0.21298942999999998,0.10467322999999999,0.08345319999999999,0.0,0.024863,
Valais,2023,C3,appartement,Cheapest product,0.27775,0.07339999999999999,0.17254999999999998,0.0088,0.023,,,0.30024775,0.0793454,0.18652654999999999,0.0095128,0.024863,
Aargau,2023,C2,appartement,Cheapest product,0.2418,0.08912,0.12461,0.00507,0.023,,,0.2613858,0.09633872,0.13470341,0.00548067,0.024863,
Obwalden,2022,H6,maison_individuelle,Cheapest product,0.16873000000000002,0.07553,0.0562,0.013999999999999999,0.023,,,0.18239713000000002,0.08164793,0.0607522,0.015133999999999998,0.024863,
Thurgau,2018,C3,appartement,Cheapest product,0.16447,0.08285000000000001,0.05656,0.0031,0.023,,,0.17779207,0.08956085,0.06114136,0.0033510999999999997,0.024863,
Obwalden,2018,C3,appartement,Cheapest product,0.18102000000000001,0.07926,0.06476,0.013999999999999999,0.023,,,0.19568262,0.08568005999999999,0.07000556,0.015133999999999998,0.024863,
Thurgau,2020,C2,appartement,Cheapest product,0.17513,0.07791000000000001,0.06881999999999999,0.0031,0.023,,,0.18931553,0.08422071,0.07439441999999999,0.0033510999999999997,0.024863,
Neuchâtel,2018,H4,maison_individuelle,Cheapest product,0.21692,0.10321999999999999,0.07368999999999999,0.017,0.023,,,0.23449051999999998,0.11158081999999998,0.07965888999999998,0.018377,0.024863,
Zurich,2021,C3,appartement,Cheapest product,0.18424,0.09625,0.062270000000000006,0.0028000000000000004,0.023,,,0.19916343999999997,0.10404624999999999,0.06731387,0.0030268000000000005,0.024863,
Jura,2023,H4,maison_individuelle,Cheapest product,0.245,0.11613,0.09086999999999999,0.015,0.023,,,0.264845,0.12553652999999998,0.09823046999999999,0.016215,0.024863,
Solothurn,2025,C3,appartement,Cheapest product,0.2735,0.11006,0.132,0.009000000000000001,0.023,,,0.2956535,0.11897486,0.142692,0.009729000000000002,0.024863,
Vaud,2020,C6,appartement,Cheapest product,0.15472,0.04621,0.07651,0.009000000000000001,0.023,,,0.16725231999999998,0.04995301,0.08270730999999999,0.009729000000000002,0.024863,
Appenzell Innerrhoden,2023,H6,maison_individuelle,Cheapest product,0.21455,0.06085,0.1307,0.0,0.023,,,0.23192854999999998,0.06577885,0.14128670000000002,0.0,0.024863,
Obwalden,2022,C3,appartement,Cheapest product,0.18327000000000002,0.0779,0.06837,0.013999999999999999,0.023,,,0.19811487,0.08420989999999999,0.07390797,0.015133999999999998,0.024863,
Fribourg,2021,H4,maison_individuelle,Cheapest product,0.20757,0.09469,0.08988,0.0,0.023,,,0.22438317,0.10235989,0.09716028,0.0,0.024863,
Thurgau,2026,C3,appartement,Cheapest product,0.24997,0.10529999999999999,0.115,0.0025,0.023,0.0012,180.0,0.27021756999999996,0.11382929999999998,0.124315,0.0027025,0.024863,0.0012971999999999999
Glarus,2026,H2,maison_individuelle,Cheapest product,0.35503999999999997,0.17531,0.12397,0.003,0.023,0.029759999999999998,74.4,0.38379823999999996,0.18951010999999998,0.13401157,0.003243,0.024863,0.032170559999999994
Solothurn,2018,C3,appartement,Cheapest product,0.18635000000000002,0.08352,0.07285,0.0068000000000000005,0.023,,,0.20144435000000002,0.09028512,0.07875085,0.0073508,0.024863,
Basel Landschaft,2020,H6,maison_individuelle,Cheapest product,0.16645,0.06381,0.07599,0.00365,0.023,,,0.17993244999999997,0.06897861000000001,0.08214518999999999,0.00394565,0.024863,
Solothurn,2020,C3,appartement,Cheapest product,0.1954,0.08517,0.08513,0.0085,0.023,,,0.21122739999999998,0.09206877,0.09202553,0.0091885,0.024863,
Bern,2022,H4,maison_individuelle,Cheapest product,0.242,0.11313000000000001,0.09086999999999999,0.015,0.023,,,0.261602,0.12229353000000001,0.09823046999999999,0.016215,0.024863,
Solothurn,2026,C3,appartement,Cheapest product,0.25282,0.10800000000000001,0.115015,0.01,0.023,0.00091,136.0,0.27329842,0.116748,0.12433121500000001,0.01081,0.024863,0.00098371
Ticino,2024,C3,appartement,Cheapest product,0.32566,0.13686,0.1445,0.0213,0.023,,,0.35203846,0.14794566,0.1562045,0.0230253,0.024863,
Grisons,2022,C2,appartement,Cheapest product,0.19548,0.0764,0.0765,0.008,0.023,,,0.21131387999999998,0.08258839999999999,0.08269649999999999,0.008648,0.024863,
Solothurn,2024,C3,appartement,Cheapest product,0.302195,0.12086499999999999,0.15333,0.01,0.023,,,0.32667279499999996,0.130655065,0.16574972999999998,0.01081,0.024863,
Ticino,2023,C3,appartement,Cheapest product,0.29101,0.10920999999999999,0.1375,0.0213,0.023,,,0.31458180999999996,0.11805600999999999,0.1486375,0.0230253,0.024863,
Zug,2023,C4,appartement,Cheapest product,0.21911000000000003,0.07985,0.11625,0.0,0.023,,,0.23685791000000003,0.08631785,0.12566625,0.0,0.024863,
Solothurn,2021,C3,appartement,Cheapest product,0.1954,0.08517,0.08513,0.00923,0.023,,,0.21122739999999998,0.09206877,0.09202553,0.00997763,0.024863,
Aargau,2024,C4,appartement,Cheapest product,0.30872,0.09513999999999999,0.172,0.006500000000000001,0.023,,,0.33372631999999997,0.10284633999999998,0.185932,0.007026500000000001,0.024863,
Bern,2026,H4,maison_individuelle,Cheapest product,0.26696000000000003,0.11253,0.09887,0.015,0.023,0.01756,79.0,0.28858376,0.12164493,0.10687846999999999,0.016215,0.024863,0.01898236
St Gallen,2023,C2,appartement,Cheapest product,0.26556,0.0866,0.14596,0.01,0.023,,,0.28707036,0.09361459999999999,0.15778276,0.01081,0.024863,
Fribourg,2018,H4,maison_individuelle,Cheapest product,0.20611999999999997,0.09325,0.08988,0.0,0.023,,,0.22281571999999997,0.10080325,0.09716028,0.0,0.024863,
Fribourg,2023,C4,appartement,Cheapest product,0.22627,0.06264,0.14063,0.0,0.023,,,0.24459787,0.06771384,0.15202103,0.0,0.024863,
Appenzell Ausserrhoden,2021,H6,maison_individuelle,Cheapest product,0.15073,0.058129999999999994,0.0696,0.0,0.023,,,0.16293913,0.06283852999999999,0.07523759999999999,0.0,0.024863,
Geneva,2020,C2,appartement,Cheapest product,0.1938,0.0848,0.086,0.0,0.023,,,0.20949779999999998,0.0916688,0.092966,0.0,0.024863,
Thurgau,2019,H6,maison_individuelle,Cheapest product,0.14516,0.06731,0.053259999999999995,0.0034999999999999996,0.023,,,0.15691796,0.07276210999999999,0.05757405999999999,0.0037834999999999995,0.024863,
Neuchâtel,2025,C6,appartement,Cheapest product,0.21021,0.07712,0.1036,0.006500000000000001,0.023,,,0.22723701,0.08336671999999999,0.1119916,0.007026500000000001,0.024863,
Vaud,2021,C3,appartement,Cheapest product,0.20995,0.08628999999999999,0.07524,0.026000000000000002,0.023,,,0.22695595,0.09327948999999999,0.08133444,0.028106000000000003,0.024863,
Glarus,2021,H5,maison_individuelle,Cheapest product,0.19893999999999998,0.10818,0.06476,0.003,0.023,,,0.21505413999999998,0.11694257999999999,0.07000556,0.003243,0.024863,
Schaffhausen,2021,H5,maison_individuelle,Cheapest product,0.17135999999999998,0.08649,0.06187,0.0,0.023,,,0.18524016,0.09349568999999999,0.06688147,0.0,0.024863,
Basel Landschaft,2020,C2,appartement,Cheapest product,0.19757000000000002,0.08356,0.08654999999999999,0.00446,0.023,,,0.21357317,0.09032836,0.09356054999999998,0.00482126,0.024863,
Ticino,2025,C3,appartement,Cheapest product,0.28507,0.13377,0.106,0.0223,0.023,,,0.30816066999999997,0.14460536999999998,0.114586,0.0241063,0.024863,
Basel Landschaft,2026,H2,maison_individuelle,Cheapest product,0.33183999999999997,0.15245,0.12588,0.0034000000000000002,0.023,0.027120000000000002,67.8,0.35871903999999993,0.16479844999999999,0.13607628,0.0036754,0.024863,0.02931672
Appenzell Innerrhoden,2018,C2,appartement,Cheapest product,0.16585999999999998,0.07426,0.06860000000000001,0.0,0.023,,,0.17929465999999997,0.08027506000000001,0.0741566,0.0,0.024863,
St Gallen,2018,C6,appartement,Cheapest product,0.12483000000000001,0.04272,0.04671,0.002,0.023,,,0.13494123,0.04618032,0.05049351,0.002162,0.024863,
Fribourg,2019,H4,maison_individuelle,Cheapest product,0.20143,0.08855,0.08988,0.0,0.023,,,0.21774583,0.09572255,0.09716028,0.0,0.024863,
Lucerne,2019,H4,maison_individuelle,Cheapest product,0.1953,0.08387,0.08004,0.00839,0.023,,,0.21111929999999998,0.09066347,0.08652324,0.009069589999999999,0.024863,
Neuchâtel,2026,H4,maison_individuelle,Cheapest product,0.29527000000000003,0.1414,0.09887,0.016,0.023,0.016,72.0,0.31918687,0.1528534,0.10687846999999999,0.017296,0.024863,0.017296
Neuchâtel,2023,C6,appartement,Cheapest product,0.19338999999999998,0.041429999999999995,0.12096,0.008,0.023,,,0.20905458999999996,0.04478582999999999,0.13075776,0.008648,0.024863,
Appenzell Ausserrhoden,2023,C4,appartement,Cheapest product,0.21563,0.07056,0.12207000000000001,0.0,0.023,,,0.23309602999999998,0.07627536,0.13195767,0.0,0.024863,
Appenzell Ausserrhoden,2018,C4,appartement,Cheapest product,0.12646000000000002,0.05434,0.04912,0.0,0.023,,,0.13670326000000002,0.058741539999999995,0.053098719999999995,0.0,0.024863,
Ticino,2021,C3,appartement,Cheapest product,0.21512,0.09812,0.07150000000000001,0.0225,0.023,,,0.23254472,0.10606771999999999,0.0772915,0.024322499999999997,0.024863,
Zurich,2019,C3,appartement,Cheapest product,0.18139,0.09379,0.05876000000000001,0.0028000000000000004,0.023,,,0.19608259,0.10138699,0.06351956,0.0030268000000000005,0.024863,
Jura,2022,H6,maison_individuelle,Cheapest product,0.16396,0.056609999999999994,0.07786,0.006500000000000001,0.023,,,0.17724076,0.06119540999999999,0.08416665999999999,0.007026500000000001,0.024863,
Zurich,2018,C3,appartement,Cheapest product,0.17196999999999998,0.09571999999999999,0.05341,0.0028000000000000004,0.023,,,0.18589957,0.10347331999999998,0.057736209999999996,0.0030268000000000005,0.024863,
Fribourg,2023,C6,appartement,Cheapest product,0.18539000000000003,0.041429999999999995,0.12096,0.0,0.023,,,0.20040659000000002,0.04478582999999999,0.13075776,0.0,0.024863,
Zurich,2020,C3,appartement,Cheapest product,0.18603000000000003,0.09379,0.07019,0.0028000000000000004,0.023,,,0.20109843000000002,0.10138699,0.07587539,0.0030268000000000005,0.024863,
Appenzell Innerrhoden,2023,C2,appartement,Cheapest product,0.25556,0.0866,0.14596,0.0,0.023,,,0.27626036,0.09361459999999999,0.15778276,0.0,0.024863,
Solothurn,2023,C3,appartement,Cheapest product,0.22776,0.09587999999999999,0.11053,0.01,0.023,,,0.24620856,0.10364628,0.11948293,0.01081,0.024863,
Lucerne,2021,H4,maison_individuelle,Cheapest product,0.17058,0.07595,0.06402999999999999,0.00759,0.023,,,0.18439698000000002,0.08210195,0.06921642999999998,0.00820479,0.024863,
Ticino,2026,C3,appartement,Cheapest product,0.24727,0.11617000000000001,0.0855,0.0222,0.023,0.0004,60.0,0.26729886999999997,0.12557977,0.09242550000000001,0.0239982,0.024863,0.0004324
Obwalden,2026,C6,appartement,Cheapest product,0.19427,0.06458,0.09720000000000001,0.009000000000000001,0.023,0.0005,744.0,0.21000586999999998,0.06981098,0.1050732,0.009729000000000002,0.024863,0.0005405
Schwyz,2024,C2,appartement,Cheapest product,0.28189,0.11699999999999999,0.12949,0.0124,0.023,,,0.30472309,0.12647699999999998,0.13997869,0.013404399999999999,0.024863,
Appenzell Innerrhoden,2022,C6,appartement,Cheapest product,0.13735,0.04736,0.06699,0.0,0.023,,,0.14847535,0.05119616,0.07241618999999999,0.0,0.024863,
Neuchâtel,2021,H2,maison_individuelle,Cheapest product,0.23156,0.11960000000000001,0.07396,0.015,0.023,,,0.25031635999999996,0.1292876,0.07995076,0.016215,0.024863,
Geneva,2018,C2,appartement,Cheapest product,0.1956,0.0866,0.086,0.0,0.023,,,0.21144359999999998,0.09361459999999999,0.092966,0.0,0.024863,
Jura,2024,C3,appartement,Cheapest product,0.25638,0.12176000000000001,0.10962,0.002,0.023,,,0.27714678,0.13162256,0.11849921999999999,0.002162,0.024863,
Solothurn,2023,H5,maison_individuelle,Cheapest product,0.23093,0.10083,0.11663,0.011000000000000001,0.023,,,0.24963533,0.10899723,0.12607703,0.011891,0.024863,
Bern,2018,C3,appartement,Cheapest product,0.21278,0.10266,0.08513,0.002,0.023,,,0.23001517999999999,0.11097546,0.09202553,0.002162,0.024863,
Aargau,2025,H2,maison_individuelle,Cheapest product,0.3209,0.15560000000000002,0.159,0.0075,0.023,,,0.3468929,0.1682036,0.171879,0.0081075,0.024863,
Jura,2023,C3,appartement,Cheapest product,0.21542000000000003,0.09878999999999999,0.09162000000000001,0.002,0.023,,,0.23286902,0.10679198999999999,0.09904122,0.002162,0.024863,
Vaud,2021,H4,maison_individuelle,Cheapest product,0.23167000000000001,0.10679999999999999,0.07980000000000001,0.026000000000000002,0.023,,,0.25043527,0.11545079999999999,0.0862638,0.028106000000000003,0.024863,
Ticino,2020,H4,maison_individuelle,Cheapest product,0.20353000000000002,0.08442999999999999,0.07400000000000001,0.022099999999999998,0.023,,,0.22001593,0.09126882999999998,0.07999400000000001,0.023890099999999997,0.024863,
Fribourg,2022,C3,appartement,Cheapest product,0.19361,0.06541000000000001,0.1052,0.0,0.023,,,0.20929240999999998,0.07070821000000001,0.1137212,0.0,0.024863,
Neuchâtel,2022,H2,maison_individuelle,Cheapest product,0.24541000000000002,0.1297,0.08588,0.016,0.023,,,0.26528821,0.14020570000000002,0.09283628,0.017296,0.024863,
Thurgau,2022,C2,appartement,Cheapest product,0.18208,0.07806,0.07773,0.002,0.023,,,0.19682847999999997,0.08438286,0.08402612999999999,0.002162,0.024863,
Vaud,2022,C2,appartement,Cheapest product,0.22788,0.09355000000000001,0.0885,0.025699999999999997,0.023,,,0.24633828,0.10112755000000001,0.09566849999999999,0.027781699999999996,0.024863,
Fribourg,2023,C3,appartement,Cheapest product,0.23331,0.07041,0.1399,0.0,0.023,,,0.25220811,0.07611321,0.1512319,0.0,0.024863,
Fribourg,2025,C3,appartement,Cheapest product,0.24139,0.08734,0.13105,0.0,0.023,,,0.26094259,0.09441453999999999,0.14166505,0.0,0.024863,
Zurich,2019,C2,appartement,Cheapest product,0.18442,0.09335,0.06498,0.0032,0.023,,,0.19935802,0.10091135,0.07024338,0.0034592,0.024863,
Vaud,2018,H4,maison_individuelle,Cheapest product,0.2133,0.09596,0.08334,0.009000000000000001,0.023,,,0.23057729999999999,0.10373276,0.09009054,0.009729000000000002,0.024863,
Zurich,2026,H4,maison_individuelle,Cheapest product,0.24558,0.10735,0.07684,0.02,0.023,0.0184,82.8,0.26547198,0.11604534999999999,0.08306404,0.02162,0.024863,0.0198904
Zurich,2018,H4,maison_individuelle,Cheapest product,0.18148,0.10215,0.05894,0.0032,0.023,,,0.19617988,0.11042415,0.06371414,0.0034592,0.024863,
Fribourg,2021,C3,appartement,Cheapest product,0.19361,0.06541000000000001,0.1052,0.0,0.023,,,0.20929240999999998,0.07070821000000001,0.1137212,0.0,0.024863,
Appenzell Ausserrhoden,2024,H4,maison_individuelle,Cheapest product,0.31205,0.12163,0.16742,0.0,0.023,,,0.33732605,0.13148203,0.18098102000000002,0.0,0.024863,
Zurich,2025,H4,maison_individuelle,Cheapest product,0.24041,0.11708,0.07484,0.0255,0.023,,,0.25988321000000003,0.12656348,0.08090204,0.027565499999999996,0.024863,
Fribourg,2024,C3,appartement,Cheapest product,0.30381,0.09291,0.18789999999999998,0.0,0.023,,,0.32841861,0.10043571,0.20311989999999996,0.0,0.024863,
Appenzell Innerrhoden,2022,C3,appartement,Cheapest product,0.16692,0.07351,0.0704,0.0,0.023,,,0.18044052000000002,0.07946431000000001,0.0761024,0.0,0.024863,
Zurich,2023,H4,maison_individuelle,Cheapest product,0.22089999999999999,0.10656,0.06984,0.0215,0.023,,,0.23879289999999997,0.11519135999999999,0.07549704,0.0232415,0.024863,
Appenzell Innerrhoden,2025,C2,appartement,Cheapest product,0.2914,0.11045999999999999,0.15795,0.0,0.023,,,0.3150034,0.11940725999999999,0.17074395,0.0,0.024863,
Schwyz,2023,H5,maison_individuelle,Cheapest product,0.21991,0.08781,0.10324,0.0085,0.023,,,0.23772270999999998,0.09492260999999999,0.11160244,0.0091885,0.024863,
St Gallen,2026,C2,appartement,Cheapest product,0.28998,0.11073000000000001,0.13521,0.0176,0.023,0.0034300000000000003,103.0,0.31346838,0.11969913,0.14616200999999998,0.0190256,0.024863,0.00370783
Basel Landschaft,2021,H5,maison_individuelle,Cheapest product,0.18622,0.07947,0.07945,0.0042899999999999995,0.023,,,0.20130382,0.08590707,0.08588545,0.004637489999999999,0.024863,
Basel Landschaft,2024,C3,appartement,Cheapest product,0.27903,0.13055999999999998,0.12207000000000001,0.0034000000000000002,0.023,,,0.30163143,0.14113536,0.13195767,0.0036754,0.024863,
Bern,2025,H5,maison_individuelle,Cheapest product,0.26239999999999997,0.124,0.10039999999999999,0.012,0.023,,,0.2836544,0.134044,0.10853239999999999,0.012972,0.024863,
Solothurn,2026,H4,maison_individuelle,Cheapest product,0.27678,0.11253,0.11708500000000001,0.011000000000000001,0.023,0.01733,78.0,0.29919918,0.12164493,0.126568885,0.011891,0.024863,0.01873373
Aargau,2018,C2,appartement,Cheapest product,0.17486000000000002,0.07954,0.06773,0.00458,0.023,,,0.18902366,0.08598274,0.07321612999999999,0.00495098,0.024863,
Geneva,2020,H4,maison_individuelle,Cheapest product,0.2028,0.09646,0.08334,0.0,0.023,,,0.2192268,0.10427326,0.09009054,0.0,0.024863,
Uri,2025,H6,maison_individuelle,Cheapest product,0.25161,0.08371,0.1349,0.01,0.023,,,0.27199041,0.09049051000000001,0.14582689999999998,0.01081,0.024863,
Basel Landschaft,2025,C3,appartement,Cheapest product,0.27651,0.12804000000000001,0.12207000000000001,0.0034000000000000002,0.023,,,0.29890731,0.13841124000000002,0.13195767,0.0036754,0.024863,
Appenzell Ausserrhoden,2020,C3,appartement,Cheapest product,0.14907,0.058710000000000005,0.06737,0.0,0.023,,,0.16114467,0.06346551,0.07282696999999999,0.0,0.024863,
Thurgau,2020,H6,maison_individuelle,Cheapest product,0.15263,0.06751,0.05902,0.0031,0.023,,,0.16499302999999998,0.07297831,0.06380062,0.0033510999999999997,0.024863,
Zug,2022,H4,maison_individuelle,Cheapest product,0.19071000000000002,0.09359999999999999,0.07412,0.0,0.023,,,0.20615751000000002,0.10118159999999998,0.08012372000000001,0.0,0.024863,
Bern,2024,C3,appartement,Cheapest product,0.25638,0.12176000000000001,0.10962,0.002,0.023,,,0.27714678,0.13162256,0.11849921999999999,0.002162,0.024863,
Bern,2023,C3,appartement,Cheapest product,0.21542000000000003,0.09878999999999999,0.09162000000000001,0.002,0.023,,,0.23286902,0.10679198999999999,0.09904122,0.002162,0.024863,
Ticino,2025,H5,maison_individuelle,Cheapest product,0.24664000000000003,0.10234,0.099,0.0223,0.023,,,0.26661784,0.11062954,0.107019,0.0241063,0.024863,
Zurich,2021,H4,maison_individuelle,Cheapest product,0.19437000000000001,0.09506,0.0689,0.0032,0.023,,,0.21011397,0.10275986000000001,0.0744809,0.0034592,0.024863,
Basel Landschaft,2023,C3,appartement,Cheapest product,0.21755,0.09638,0.09477000000000001,0.0034000000000000002,0.023,,,0.23517154999999998,0.10418677999999999,0.10244637000000001,0.0036754,0.024863,
Appenzell Ausserrhoden,2022,H4,maison_individuelle,Cheapest product,0.19702999999999998,0.09683,0.07719999999999999,0.0,0.023,,,0.21298942999999998,0.10467322999999999,0.08345319999999999,0.0,0.024863,
Zug,2023,C3,appartement,Cheapest product,0.22960999999999998,0.0857,0.12090999999999999,0.0,0.023,,,0.24820840999999996,0.0926417,0.13070370999999997,0.0,0.024863,
Solothurn,2024,H5,maison_individuelle,Cheapest product,0.30423,0.12624000000000002,0.149995,0.011000000000000001,0.023,,,0.32887263,0.13646544000000002,0.16214459499999997,0.011891,0.024863,
Obwalden,2026,C2,appartement,Cheapest product,0.24818,0.11503000000000001,0.09379,0.013999999999999999,0.023,0.0023599999999999997,70.8,0.26828258,0.12434743000000001,0.10138699,0.015133999999999998,0.024863,0.0025511599999999994
Appenzell Ausserrhoden,2020,H4,maison_individuelle,Cheapest product,0.18003,0.08473000000000001,0.0723,0.0,0.023,,,0.19461242999999998,0.09159313000000001,0.0781563,0.0,0.024863,
Solothurn,2021,H4,maison_individuelle,Cheapest product,0.2198,0.09593,0.08265,0.01016,0.023,,,0.23760379999999998,0.10370033,0.08934465,0.01098296,0.024863,
St Gallen,2021,C3,appartement,Cheapest product,0.17139,0.06919,0.07059,0.006,0.023,,,0.18527259,0.07479439,0.07630779,0.006486,0.024863,
St Gallen,2024,C2,appartement,Cheapest product,0.31425000000000003,0.11098000000000001,0.1635,0.006,0.023,,,0.33970425000000004,0.11996938,0.1767435,0.006486,0.024863,
Thurgau,2019,H4,maison_individuelle,Cheapest product,0.1807,0.09866,0.061180000000000005,0.0034999999999999996,0.023,,,0.1953367,0.10665145999999999,0.06613558,0.0037834999999999995,0.024863,
