canton,building_type,scenario,year,price_ttc_chf_kwh
Ticino,appartement,neutral,2029,0.3140181321357017
Ticino,appartement,neutral,2030,0.3250227175781183
Ticino,appartement,neutral,2031,0.33641295240942776
Ticino,appartement,neutral,2032,0.348202351491406
Ticino,appartement,neutral,2033,0.3604049033064128
Ticino,appartement,neutral,2034,0.3730350865551538
Ticino,appartement,neutral,2035,0.38610788733610185
Ticino,appartement,neutral,2036,0.39963881692696035
Ticino,appartement,neutral,2037,0.4136439301892687
Ticino,appartement,neutral,2038,0.42813984461798604
Ticino,appartement,neutral,2039,0.44314376005865724
Ticino,appartement,neutral,2040,0.45867347911555495
Ticino,appartement,neutral,2041,0.47474742827501415
Ticino,appartement,neutral,2042,0.4913846797690209
Ticino,appartement,neutral,2043,0.5086049742049991
Ticino,appartement,neutral,2044,0.5264287439886441
Ticino,appartement,neutral,2045,0.5448771375675971
Ticino,appartement,neutral,2046,0.563972044524724
Ticino,appartement,neutral,2047,0.583736121550775
Ticino,appartement,neutral,2048,0.6041928193272409
Ticino,appartement,neutral,2049,0.6253664103513027
Ticino,appartement,neutral,2050,0.6472820177358924
Ticino,appartement,neutral,2051,0.6699656450190336
Uri,appartement,neutral,2026,0.2515761718152938
Uri,appartement,neutral,2027,0.2603925145506269
Uri,appartement,neutral,2028,0.26951782096350546
Uri,appartement,neutral,2029,0.2789629185089081
Uri,appartement,neutral,2030,0.28873901408376657
Uri,appartement,neutral,2031,0.2988577073242919
Uri,appartement,neutral,2032,0.3093310043692971
Uri,appartement,neutral,2033,0.3201713321058477
Uri,appartement,neutral,2034,0.33139155291414335
Uri,appartement,neutral,2035,0.3430049799291249
Uri,appartement,neutral,2036,0.3550253928369159
Uri,appartement,neutral,2037,0.3674670542248417
Uri,appartement,neutral,2038,0.3803447265044248
Uri,appartement,neutral,2039,0.39367368942743763
Uri,appartement,neutral,2040,0.4074697582157949
Uri,appartement,neutral,2041,0.4217493023267979
Uri,appartement,neutral,2042,0.4365292648759961
Uri,appartement,neutral,2043,0.45182718274071104
Uri,appartement,neutral,2044,0.4676612073680782
Uri,appartement,neutral,2045,0.4840501263122929
Uri,appartement,neutral,2046,0.5010133855266182
Uri,appartement,neutral,2047,0.5185711124366026
Uri,appartement,neutral,2048,0.5367441398218858
Uri,appartement,neutral,2049,0.5555540305349285
Uri,appartement,neutral,2050,0.5750231030859955
Uri,appartement,neutral,2051,0.5951744581247509
Valais,appartement,neutral,2026,0.26367036956782725
Valais,appartement,neutral,2027,0.2729105465308849
Valais,appartement,neutral,2028,0.2824745401990527
Valais,appartement,neutral,2029,0.29237369854314627
Valais,appartement,neutral,2030,0.30261976721711376
Valais,appartement,neutral,2031,0.3132249034946131
Valais,appartement,neutral,2032,0.3242016906939892
Valais,appartement,neutral,2033,0.3355631531087651
Valais,appartement,neutral,2034,0.3473227714613649
Valais,appartement,neutral,2035,0.3594944988984028
Valais,appartement,neutral,2036,0.3720927775465179
Valais,appartement,neutral,2037,0.3851325556483991
Valais,appartement,neutral,2038,0.3986293052993317
Valais,appartement,neutral,2039,0.4125990408053118
Valais,appartement,neutral,2040,0.4270583376845093
Valais,appartement,neutral,2041,0.44202435233462717
Valais,appartement,neutral,2042,0.4575148423894918
Valais,appartement,neutral,2043,0.473548187789028
Valais,appartement,neutral,2044,0.49014341258761984
Valais,appartement,neutral,2045,0.5073202075267325
Valais,appartement,neutral,2046,0.5250989533985786
Valais,appartement,neutral,2047,0.5435007452285516
Valais,appartement,neutral,2048,0.5625474173051183
Valais,appartement,neutral,2049,0.5822615690868685
Valais,appartement,neutral,2050,0.6026665920174648
Valais,appartement,neutral,2051,0.623786697280304
Vaud,appartement,neutral,2026,0.2917115712797406
Vaud,appartement,neutral,2027,0.3019344360832999
Vaud,appartement,neutral,2028,0.31251555532405334
Vaud,appartement,neutral,2029,0.32346748382339746
Vaud,appartement,neutral,2030,0.3348032163792481
Vaud,appartement,neutral,2031,0.34653620318476513
Vaud,appartement,neutral,2032,0.3586803657874183
Vaud,appartement,neutral,2033,0.37125011360732807
Vaud,appartement,neutral,2034,0.3842603610344836
Vaud,appartement,neutral,2035,0.39772654512512207
Vaud,appartement,neutral,2036,0.41166464391826796
Vaud,appartement,neutral,2037,0.4260911953941644
Vaud,appartement,neutral,2038,0.44102331709709264
Vaud,appartement,neutral,2039,0.45647872644586107
Vaud,appartement,neutral,2040,0.4724757617560646
Vaud,appartement,neutral,2041,0.48903340399905637
Vaud,appartement,neutral,2042,0.5061712993234505
Vaud,appartement,neutral,2043,0.5239097823658782
Vaud,appartement,neutral,2044,0.5422699003786547
Vaud,appartement,neutral,2045,0.5612734382029891
Vaud,appartement,neutral,2046,0.5809429441173627
Vaud,appartement,neutral,2047,0.6013017565917513
Vaud,appartement,neutral,2048,0.6223740319794335
Vaud,appartement,neutral,2049,0.6441847731792417
Vaud,appartement,neutral,2050,0.6667598593022661
Vaud,appartement,neutral,2051,0.6901260763782106
Zug,appartement,neutral,2026,0.2653797643906135
Zug,appartement,neutral,2027,0.2746798461153938
Zug,appartement,neutral,2028,0.28430584387332075
Zug,appartement,neutral,2029,0.29426917920495776
Zug,appartement,neutral,2030,0.3045816739122103
Zug,appartement,neutral,2031,0.3152555640852552
Zug,appartement,neutral,2032,0.3263035146210357
Zug,appartement,neutral,2033,0.33773863425054884
Zug,appartement,neutral,2034,0.3495744910927553
Zug,appartement,neutral,2035,0.3618251287535674
Zug,appartement,neutral,2036,0.3745050829890168
Zug,appartement,neutral,2037,0.3876293989523732
Zug,appartement,neutral,2038,0.40121364904567847
Zug,appartement,neutral,2039,0.41527395139687806
Zug,appartement,neutral,2040,0.4298269889844719
Zug,appartement,neutral,2041,0.4448900294323789
Zug,appartement,neutral,2042,0.46048094549849994
Zug,appartement,neutral,2043,0.47661823628129185
Zug,appartement,neutral,2044,0.49332104916951314
Zug,appartement,neutral,2045,0.5106092025611857
Zug,appartement,neutral,2046,0.52850320937873
Zug,appartement,neutral,2047,0.5470243014081745
Zug,appartement,neutral,2048,0.5661944544913189
Zug,appartement,neutral,2049,0.586036414600742
Zug,appartement,neutral,2050,0.6065737248285934
Zug,appartement,neutral,2051,0.6278307533211918
Zurich,appartement,neutral,2026,0.2526970761125414
Zurich,appartement,neutral,2027,0.26155270029645816
Zurich,appartement,neutral,2028,0.27071866475376954
Zurich,appartement,neutral,2029,0.28020584518146646
Zurich,appartement,neutral,2030,0.290025498409107
Zurich,appartement,neutral,2031,0.30018927575538845
Zurich,appartement,neutral,2032,0.3107092368527933
Zurich,appartement,neutral,2033,0.32159786395671164
Zurich,appartement,neutral,2034,0.3328680767560187
Zurich,appartement,neutral,2035,0.3445332477026808
Zurich,appartement,neutral,2036,0.356607217878578
Zurich,appartement,neutral,2037,0.3691043134183712
Zurich,appartement,neutral,2038,0.3820393625078985
Zurich,appartement,neutral,2039,0.395427712978271
Zurich,appartement,neutral,2040,0.4092852505165437
Zurich,appartement,neutral,2041,0.4236284175145684
Zurich,appartement,neutral,2042,0.43847423257839474
Zurich,appartement,neutral,2043,0.45384031072136566
Zurich,appartement,neutral,2044,0.4697448842648701
Zurich,appartement,neutral,2045,0.4862068244715488
Zurich,appartement,neutral,2046,0.5032456639366246
Zurich,appartement,neutral,2047,0.5208816197639238
Zurich,appartement,neutral,2048,0.5391356175540876
Zurich,appartement,neutral,2049,0.5580293162334365
Zurich,appartement,neutral,2050,0.5775851337529497
Zurich,appartement,neutral,2051,0.5978262736878475
Aargau,maison_individuelle,neutral,2026,0.292286185
Aargau,maison_individuelle,neutral,2027,0.3018442889359306
Aargau,maison_individuelle,neutral,2028,0.3117149541749213
Aargau,maison_individuelle,neutral,2029,0.32190840184124786
Aargau,maison_individuelle,neutral,2030,0.3324351873020385
Aargau,maison_individuelle,neutral,2031,0.34330621109741033
Aargau,maison_individuelle,neutral,2032,0.3545327302280343
Aargau,maison_individuelle,neutral,2033,0.3661263698118169
Aargau,maison_individuelle,neutral,2034,0.37809913512176924
Aargau,maison_individuelle,neutral,2035,0.3904634240175285
Aargau,maison_individuelle,neutral,2036,0.403232039783405
Aargau,maison_individuelle,neutral,2037,0.4164182043862482
Aargau,maison_individuelle,neutral,2038,0.43003557216686145
Aargau,maison_individuelle,neutral,2039,0.44409824397914105
Aargau,maison_individuelle,neutral,2040,0.458620781791583
Aargau,maison_individuelle,neutral,2041,0.4736182237662754
Aargau,maison_individuelle,neutral,2042,0.48910609983099224
Aargau,maison_individuelle,neutral,2043,0.505100447760513
Aargau,maison_individuelle,neutral,2044,0.5216178297838203
Aargau,maison_individuelle,neutral,2045,0.5386753497343725
Aargau,maison_individuelle,neutral,2046,0.5562906707612111
Aargau,maison_individuelle,neutral,2047,0.5744820336192408
Aargau,maison_individuelle,neutral,2048,0.5932682755576255
Aargau,maison_individuelle,neutral,2049,0.6126688498258556
Aargau,maison_individuelle,neutral,2050,0.6327038458176867
Aargau,maison_individuelle,neutral,2051,0.6533940098738101
Appenzell Ausserrhoden,maison_individuelle,neutral,2026,0.2917119838103542
Appenzell Ausserrhoden,maison_individuelle,neutral,2027,0.30125131068827654
Appenzell Ausserrhoden,maison_individuelle,neutral,2028,0.31110258483725445
Appenzell Ausserrhoden,maison_individuelle,neutral,2029,0.321276007301991
Appenzell Ausserrhoden,maison_individuelle,neutral,2030,0.3317821127134159
Appenzell Ausserrhoden,maison_individuelle,neutral,2031,0.34263178019734947
Appenzell Ausserrhoden,maison_individuelle,neutral,2032,0.353836244639893
Appenzell Ausserrhoden,maison_individuelle,neutral,2033,0.3654071083212109
Appenzell Ausserrhoden,maison_individuelle,neutral,2034,0.37735635292975095
Appenzell Ausserrhoden,maison_individuelle,neutral,2035,0.3896963519693438
Appenzell Ausserrhoden,maison_individuelle,neutral,2036,0.4024398835720297
Appenzell Ausserrhoden,maison_individuelle,neutral,2037,0.415600143729879
Appenzell Ausserrhoden,maison_individuelle,neutral,2038,0.4291907599595099
Appenzell Ausserrhoden,maison_individuelle,neutral,2039,0.443225805413451
Appenzell Ausserrhoden,maison_individuelle,neutral,2040,0.4577198134529631
Appenzell Ausserrhoden,maison_individuelle,neutral,2041,0.4726877926974087
Appenzell Ausserrhoden,maison_individuelle,neutral,2042,0.4881452425657542
Appenzell Ausserrhoden,maison_individuelle,neutral,2043,0.5041081693262972
Appenzell Ausserrhoden,maison_individuelle,neutral,2044,0.5205931026712395
Appenzell Ausserrhoden,maison_individuelle,neutral,2045,0.5376171128332671
Appenzell Ausserrhoden,maison_individuelle,neutral,2046,0.5551978282618643
Appenzell Ausserrhoden,maison_individuelle,neutral,2047,0.5733534538776622
Appenzell Ausserrhoden,maison_individuelle,neutral,2048,0.5921027899237278
Appenzell Ausserrhoden,maison_individuelle,neutral,2049,0.6114652514333112
Appenzell Ausserrhoden,maison_individuelle,neutral,2050,0.6314608883342121
Appenzell Ausserrhoden,maison_individuelle,neutral,2051,0.652110406210582
Appenzell Innerrhoden,maison_individuelle,neutral,2026,0.2737322145843285
Appenzell Innerrhoden,maison_individuelle,neutral,2027,0.28268358174391384
Appenzell Innerrhoden,maison_individuelle,neutral,2028,0.291927669196386
Appenzell Innerrhoden,maison_individuelle,neutral,2029,0.3014740492415224
Appenzell Innerrhoden,maison_individuelle,neutral,2030,0.31133260720462397
Appenzell Innerrhoden,maison_individuelle,neutral,2031,0.32151355167282064
Appenzell Innerrhoden,maison_individuelle,neutral,2032,0.33202742506611505
Appenzell Innerrhoden,maison_individuelle,neutral,2033,0.34288511455411236
Appenzell Innerrhoden,maison_individuelle,neutral,2034,0.3540978633297402
Appenzell Innerrhoden,maison_individuelle,neutral,2035,0.36567728225163215
Appenzell Innerrhoden,maison_individuelle,neutral,2036,0.3776353618672313
Appenzell Innerrhoden,maison_individuelle,neutral,2037,0.3899844848290632
Appenzell Innerrhoden,maison_individuelle,neutral,2038,0.4027374387170362
Appenzell Innerrhoden,maison_individuelle,neutral,2039,0.41590742928004526
Appenzell Innerrhoden,maison_individuelle,neutral,2040,0.4295080941105927
Appenzell Innerrhoden,maison_individuelle,neutral,2041,0.44355351676658483
Appenzell Innerrhoden,maison_individuelle,neutral,2042,0.4580582413549281
Appenzell Innerrhoden,maison_individuelle,neutral,2043,0.4730372875920261
Appenzell Innerrhoden,maison_individuelle,neutral,2044,0.48850616635677274
Appenzell Innerrhoden,maison_individuelle,neutral,2045,0.504480895752146
Appenzell Innerrhoden,maison_individuelle,neutral,2046,0.5209780176920366
Appenzell Innerrhoden,maison_individuelle,neutral,2047,0.5380146150304828
Appenzell Innerrhoden,maison_individuelle,neutral,2048,0.5556083292510541
Appenzell Innerrhoden,maison_individuelle,neutral,2049,0.5737773787346974
Appenzell Innerrhoden,maison_individuelle,neutral,2050,0.5925405776249634
Appenzell Innerrhoden,maison_individuelle,neutral,2051,0.6119173553101481
Basel Landschaft,maison_individuelle,neutral,2026,0.32290134040271273
Basel Landschaft,maison_individuelle,neutral,2027,0.33346059612881024
Basel Landschaft,maison_individuelle,neutral,2028,0.344365152005567
Basel Landschaft,maison_individuelle,neutral,2029,0.35562629975629545
Basel Landschaft,maison_individuelle,neutral,2030,0.3672557003570152
Basel Landschaft,maison_individuelle,neutral,2031,0.3792653961114531
Basel Landschaft,maison_individuelle,neutral,2032,0.3916678231209102
Basel Landschaft,maison_individuelle,neutral,2033,0.40447582416190825
Basel Landschaft,maison_individuelle,neutral,2034,0.4177026619849505
Basel Landschaft,maison_individuelle,neutral,2035,0.43136203304816734
Basel Landschaft,maison_individuelle,neutral,2036,0.44546808170006896
Basel Landschaft,maison_individuelle,neutral,2037,0.4600354148260902
Basel Landschaft,maison_individuelle,neutral,2038,0.4750791169740954
Basel Landschaft,maison_individuelle,neutral,2039,0.49061476597450415
Basel Landschaft,maison_individuelle,neutral,2040,0.5066584490712149
Basel Landschaft,maison_individuelle,neutral,2041,0.523226779580028
Basel Landschaft,maison_individuelle,neutral,2042,0.5403369140918187
Basel Landschaft,maison_individuelle,neutral,2043,0.5580065702382754
Basel Landschaft,maison_individuelle,neutral,2044,0.5762540450385968
Basel Landschaft,maison_individuelle,neutral,2045,0.5950982338461497
Basel Landschaft,maison_individuelle,neutral,2046,0.6145586499147033
Basel Landschaft,maison_individuelle,neutral,2047,0.6346554446045035
Basel Landschaft,maison_individuelle,neutral,2048,0.6554094282491089
Basel Landschaft,maison_individuelle,neutral,2049,0.676842091704598
Basel Landschaft,maison_individuelle,neutral,2050,0.6989756286034604
Basel Landschaft,maison_individuelle,neutral,2051,0.7218329583362164
Basel Stadt,maison_individuelle,neutral,2026,0.33901317386805097
Basel Stadt,maison_individuelle,neutral,2027,0.35009930560390623
Basel Stadt,maison_individuelle,neutral,2028,0.3615479669590752
Basel Stadt,maison_individuelle,neutral,2029,0.3733710130808728
Basel Stadt,maison_individuelle,neutral,2030,0.3855806867939519
Basel Stadt,maison_individuelle,neutral,2031,0.3981896312778115
Basel Stadt,maison_individuelle,neutral,2032,0.41121090315887293
Basel Stadt,maison_individuelle,neutral,2033,0.42465798603068367
Basel Stadt,maison_individuelle,neutral,2034,0.43854480441624727
Basel Stadt,maison_individuelle,neutral,2035,0.452885738186938
Basel Stadt,maison_individuelle,neutral,2036,0.4676956374529311
Basel Stadt,maison_individuelle,neutral,2037,0.48298983794056766
Basel Stadt,maison_individuelle,neutral,2038,0.4987841768725778
Basel Stadt,maison_individuelle,neutral,2039,0.5150950093676055
Basel Stadt,maison_individuelle,neutral,2040,0.5319392253760178
Basel Stadt,maison_individuelle,neutral,2041,0.5493342671695339
Basel Stadt,maison_individuelle,neutral,2042,0.5672981474027877
Basel Stadt,maison_individuelle,neutral,2043,0.585849467765523
Basel Stadt,maison_individuelle,neutral,2044,0.6050074382447385
Basel Stadt,maison_individuelle,neutral,2045,0.624791897016727
Basel Stadt,maison_individuelle,neutral,2046,0.6452233309896093
Basel Stadt,maison_individuelle,neutral,2047,0.6663228970176309
Basel Stadt,maison_individuelle,neutral,2048,0.6881124438091938
Basel Stadt,maison_individuelle,neutral,2049,0.710614534551305
Basel Stadt,maison_individuelle,neutral,2050,0.733852470273872
