postcode;e;n;canton;locality
5404;2663333.0;1256487.0;AG;Baden
5405;2663768.724;1256321.925;AG;Dättwil AG
5406;2662510.042;1254421.21;AG;Rütihof
5408;2666400.0;1259280.0;AG;Ennetbaden
5412;2660452.0;1259910.0;AG;Gebenstorf
5413;2661272.0;1256998.0;AG;Birmenstorf AG
5415;2665112.333;1259881.667;AG;Hertenstein AG
5416;2663089.73;1260933.927;AG;Kirchdorf AG
5417;2661736.0;1261281.0;AG;Untersiggenthal
5420;2668207.0;1261183.0;AG;Ehrendingen
5423;2666928.0;1261696.0;AG;Freienwil
5425;2669644.0;1263548.0;AG;Schneisingen
5426;2667000.0;1263927.0;AG;Lengnau AG
5430;2666895.999;1257591.963;AG;Wettingen
5432;2666983.0;1255722.0;AG;Neuenhof
5436;2669701.0;1254928.0;AG;Würenlos
5442;2664230.0;1254443.0;AG;Fislisbach
5443;2665316.0;1252993.0;AG;Niederrohrdorf
5444;2667323.0;1249039.0;AG;Künten
5445;2668149.0;1246891.0;AG;Eggenwil
5452;2666152.0;1252614.0;AG;Oberrohrdorf
5453;2666883.0;1251348.0;AG;Remetschwil
5454;2668514.0;1249203.0;AG;Bellikon
5462;2670899.014;1266377.656;AG;Siglistorf
5463;2669833.0;1267689.0;AG;Wislikofen
5464;2670483.0;1268744.0;AG;Rümikon AG
5465;2668654.0;1268904.0;AG;Mellikon
5466;2673723.0;1269086.0;AG;Kaiserstuhl AG
5467;2672986.0;1268500.0;AG;Fisibach
5502;2651799.0;1248529.0;AG;Hunzenschwil
5503;2653204.0;1247690.0;AG;Schafisheim
5504;2658599.0;1250381.0;AG;Othmarsingen
5505;2658751.0;1252267.0;AG;Brunegg
5506;2660167.671;1251556.119;AG;Mägenwil
5507;2663010.0;1252205.0;AG;Mellingen
5512;2661830.0;1251789.0;AG;Wohlenschwil
5522;2663427.126;1250648.833;AG;Tägerig
5524;2664571.0;1248362.5;AG;Nesselnbach
5525;2665659.0;1246988.0;AG;Fischbach-Göslikon
5600;2656800.5;1247847.0;AG;Ammerswil AG
5603;2654999.0;1248230.0;AG;Staufen
5604;2658922.023;1248729.751;AG;Hendschiken
5605;2660486.228;1247724.077;AG;Dottikon
5606;2659580.0;1246239.0;AG;Dintikon
5607;2661456.0;1248966.0;AG;Hägglingen
5608;2665588.0;1250397.0;AG;Stetten AG
5610;2663395.876;1244673.828;AG;Wohlen AG
5611;2662316.016;1246330.414;AG;Anglikon
5612;2661106.827;1244468.413;AG;Villmergen
5613;2661101.0;1242791.0;AG;Hilfikon
5614;2661334.0;1240334.0;AG;Sarmenstorf
5615;2660774.431;1238511.487;AG;Fahrwangen
5616;2659758.0;1238543.0;AG;Meisterschwanden
5617;2659244.0;1239746.0;AG;Tennwil
5618;2662644.013;1237989.854;AG;Bettwil
5619;2663043.0;1241659.0;AG;Büttikon AG
5620;2668293.0;1244770.0;AG;Bremgarten AG
5621;2669314.0;1244730.0;AG;Zufikon
5622;2665170.0;1243036.0;AG;Waltenschwil
5623;2666210.0;1239188.0;AG;Boswil
5624;2666641.5;1241273.0;AG;Bünzen
5625;2664574.0;1240353.0;AG;Kallern
5626;2668175.0;1242602.0;AG;Hermetschwil-Staffeln
5627;2668463.0;1240587.0;AG;Besenbüren
5628;2669837.0;1237980.0;AG;Aristau
5630;2668228.435;1236112.072;AG;Muri AG
5632;2665936.939;1235703.319;AG;Buttwil
5634;2670951.0;1234751.0;AG;Merenschwand
5636;2670216.0;1233458.0;AG;Benzenschwil
5637;2667785.949;1232426.526;AG;Geltwil
5642;2671952.381;1231429.035;AG;Mühlau
5643;2670997.235;1227717.071;AG;Alikon
5644;2670210.0;1229333.0;AG;Auw
5645;2670699.0;1224996.5;AG;Aettenschwil
5646;2669503.0;1225298.0;AG;Abtwil AG
5647;2672626.0;1224308.0;AG;Oberrüti
5702;2655545.0;1250360.0;AG;Niederlenz
5703;2654527.704;1244414.572;AG;Seon
5704;2656541.0;1244560.0;AG;Egliswil
5705;2655703.0;1242140.0;AG;Hallwil
5706;2656605.646;1240763.684;AG;Boniswil
5707;2658121.0;1241925.0;AG;Seengen
5708;2657374.509;1237945.741;AG;Birrwil
5712;2657843.0;1235282.0;AG;Beinwil am See
5722;2649906.398;1245757.138;AG;Gränichen
5723;2651428.513;1242247.678;AG;Teufenthal AG
5724;2654332.78;1241411.643;AG;Dürrenäsch
5725;2655552.0;1240080.0;AG;Leutwil
5726;2650929.516;1240387.206;AG;Unterkulm
5727;2651641.0;1239174.0;AG;Oberkulm
5728;2653441.0;1235745.0;AG;Gontenschwil
5732;2653925.0;1237611.0;AG;Zetzwil
5733;2655292.0;1236027.0;AG;Leimbach AG
5734;2656322.0;1234191.0;AG;Reinach AG
5735;2655818.0;1233241.0;LU;Pfeffikon LU
5736;2656124.0;1231953.0;AG;Burg AG
5737;2656870.0;1232436.0;AG;Menziken
5742;2644129.0;1242827.0;AG;Kölliken
5745;2641084.0;1241336.0;AG;Safenwil
5746;2639875.127;1241914.357;SO;Walterswil SO
6000;2665545;1209850;LU;Luzern
6003;2665537.0;1211163.0;LU;Luzern
6004;2665760.126;1212119.236;LU;Luzern
6005;2667208.781;1209647.792;LU;St. Niklausen LU
6006;2667556.659;1212277.956;LU;Luzern
6010;2663093.736;1206406.397;OW;Pilatus Kulm
6012;2661847.0;1209344.0;LU;Obernau
6013;2659295.668;1206337.963;LU;Eigenthal
6014;2662476.885;1211627.322;LU;Luzern
6015;2663771.0;1212900.0;LU;Luzern
6016;2657602.654;1213386.685;LU;Hellbühl
6017;2651991.0;1215135.0;LU;Ruswil
6018;2649685.41;1218292.783;LU;Buttisholz
6019;2652985.577;1212457.676;LU;Sigigen
6020;2663268.982;1214426.197;LU;Emmenbrücke
6022;2646318.215;1220394.39;LU;Grosswangen
6023;2663028.427;1216721.62;LU;Rothenburg
6024;2659714.518;1222445.842;LU;Hildisrieden
6025;2658368.0;1225487.0;LU;Neudorf
6026;2661825.368;1220060.158;LU;Rain
6027;2661292.0;1224605.0;LU;Römerswil LU
6028;2660253.848;1227371.951;LU;Herlisberg
6030;2668610.421;1214735.841;LU;Ebikon
6032;2665391.845;1215162.724;LU;Emmen
6033;2669232.0;1216612.0;LU;Buchrain
6034;2669230.278;1219684.42;LU;Inwil
6035;2670062.835;1217960.087;LU;Perlen
6036;2670555.0;1216369.0;LU;Dierikon
6037;2672118.953;1218392.562;LU;Root
6038;2673183.168;1220158.345;LU;Honau
6039;2671015.0;1217372.0;LU;Root D4
6042;2672273.0;1222364.0;AG;Dietwil
6043;2670352.0;1213677.0;LU;Adligenswil
6044;2672959.892;1215893.304;LU;Udligenswil
6045;2670912.0;1211218.0;LU;Meggen
6047;2668254.0;1206953.0;LU;Kastanienbaum
6048;2666418.553;1207903.598;LU;Horw
6052;2666142.577;1204636.978;NW;Hergiswil NW
6053;2664628.97;1201985.942;OW;Alpnachstad
6055;2662753.0;1198751.0;OW;Alpnach Dorf
6056;2662438.0;1196823.0;OW;Kägiswil
6060;2660939.0;1194376.5;OW;Ramersberg
6062;2658866.0;1191754.0;OW;Wilen (Sarnen)
6063;2657741.0;1192932.0;OW;Stalden (Sarnen)
6064;2664185.9;1195022.29;OW;Kerns
6066;2664466.0;1192194.0;OW;St. Niklausen OW
6067;2665134.603;1187188.554;OW;Melchtal
6068;2663719.0;1180834.0;OW;Melchsee-Frutt
6072;2660724.0;1190768.0;OW;Sachseln
6073;2662710.0;1191618.0;OW;Flüeli-Ranft
6074;2655710.04;1188245.442;OW;Giswil
6078;2655237.0;1183365.5;OW;Bürglen OW
6083;2656342.0;1177880.0;BE;Hasliberg Hohfluh
6084;2658392.0;1177850.0;BE;Hasliberg Wasserwendi
6085;2658135.0;1176736.0;BE;Hasliberg Goldern
6086;2659450.0;1175716.0;BE;Hasliberg Reuti
6102;2656316.0;1209978.0;LU;Malters
6103;2656176.0;1207378.0;LU;Schwarzenberg LU
6105;2653196.351;1209584.498;LU;Schachen LU
6106;2650317.367;1211563.361;LU;Werthenstein
6110;2645248.899;1210282.841;LU;Fontannen b. Wolhusen
6112;2646786.0;1207581.0;LU;Doppleschwand
6113;2643914.0;1206461.0;LU;Romoos
6114;2646181.0;1210756.0;LU;Steinhuserberg
6122;2645613.489;1214861.787;LU;Menznau
6123;2647082.0;1215877.0;LU;Geiss
6125;2642553.962;1210278.802;LU;Menzberg
6126;2643629.0;1215769.0;LU;Daiwil
6130;2641952.883;1218703.322;LU;Willisau
6132;2641158.725;1214922.674;LU;Rohrmatt
6133;2639151.803;1213811.842;LU;Hergiswil b. Willisau
6142;2640287.0;1221179.0;LU;Gettnau
6143;2639255.598;1223186.647;LU;Ohmstal
6144;2637138.488;1220861.897;LU;Zell LU
6145;2635612.93;1222490.999;LU;Fischbach LU
6146;2633995.026;1224440.233;LU;Grossdietwil
6147;2633863.519;1226124.17;LU;Altbüron
6152;2635490.294;1219717.232;LU;Hüswil
6153;2634662.151;1218020.598;LU;Ufhusen
6154;2635590.99;1214895.251;LU;Hofstatt
6156;2636609.702;1210684.919;LU;Luthern Bad
6162;2649834.019;1204171.8;LU;Rengg
6163;2648612.0;1208024.0;LU;Ebnet
6166;2646540.568;1202900.504;LU;Hasle LU
6167;2641404.0;1203484.0;LU;Bramboden
6170;2643974.097;1200193.745;LU;Schüpfheim
6173;2644057.676;1192679.22;LU;Flühli LU
6174;2645301.261;1185862.76;LU;Sörenberg
6182;2638340.0;1196453.0;LU;Escholzmatt
6192;2636586.481;1193305.489;LU;Wiggen
6196;2635102.0;1189959.0;LU;Marbach LU
6197;2633331.254;1185504.194;BE;Schangnau
6203;2657517.0;1218650.0;LU;Sempach Station
6204;2657406.692;1220518.253;LU;Sempach
6205;2655307.0;1223070.0;LU;Eich
6206;2658145.499;1216768.752;LU;Neuenkirch
6207;2652877.601;1220493.568;LU;Nottwil
6208;2651136.0;1223360.0;LU;Oberkirch LU
6210;2650711.85;1224726.512;LU;Sursee
6211;2645265.0;1227977.0;LU;Buchs LU
6212;2647588.5;1226083.0;LU;Kaltbach
6213;2648042.607;1227737.195;LU;Knutwil
6214;2652770.15;1225548.46;LU;Schenkon
6215;2657888.0;1230113.0;LU;Beromünster
6216;2647971.766;1224154.867;LU;Mauensee
6217;2645835.0;1223686.0;LU;Kottwil
6218;2644034.0;1222267.0;LU;Ettiswil
6221;2654178.792;1230176.456;LU;Rickenbach LU
6222;2656005.211;1228224.958;LU;Gunzwil
6231;2651099.0;1230816.0;LU;Schlierbach
6232;2650817.0;1227717.0;LU;Geuensee
6233;2649749.0;1229200.0;LU;Büron
6234;2648734.5;1232878.0;LU;Kulmerau
6235;2646038.621;1231834.954;LU;Winikon
6236;2647313.0;1230185.0;LU;Wilihof
6242;2644429.326;1226271.571;LU;Wauwil
6243;2643072.0;1226192.0;LU;Egolzwil
6244;2640914.729;1226860.135;LU;Nebikon
6245;2637826.032;1225811.617;LU;Ebersecken
6246;2639898.743;1228021.844;LU;Altishofen
6247;2641505.609;1224645.569;LU;Schötz
6248;2642690.757;1222247.301;LU;Alberswil
6252;2641554.419;1229477.011;LU;Dagmersellen
6253;2644051.0;1229210.0;LU;Uffikon
6260;2641188.207;1233624.853;LU;Mehlsecken
6262;2639542.0;1231060.0;LU;Langnau b. Reiden
6263;2638005.911;1229255.648;LU;Richenthal
6264;2634858.94;1231093.646;LU;Pfaffnau
6265;2633985.732;1229167.778;LU;Roggliswil
6274;2666901.568;1220417.912;LU;Eschenbach LU
6275;2667177.863;1222992.361;LU;Ballwil
6276;2666650.0;1225820.0;LU;Hohenrain
6277;2665097.218;1228192.986;LU;Lieli LU
6280;2664493.703;1223463.021;LU;Hochdorf
6283;2663475.139;1226162.581;LU;Baldegg
6284;2663433.0;1229982.5;LU;Gelfingen
6285;2661737.0;1229206.0;LU;Hitzkirch
6286;2661579.0;1232260.0;LU;Altwis
6287;2660691.89;1234376.974;LU;Aesch LU
6288;2662837.245;1235634.633;LU;Schongau
6289;2663937.5;1232193.5;LU;Hämikon
6294;2660850.0;1230954.0;LU;Ermensee
6295;2659650.0;1232895.0;LU;Mosen
6300;2682438.877;1223791.181;ZG;Zugerberg
6312;2679389.171;1227771.047;ZG;Steinhausen
6313;2687873.897;1225437.556;ZG;Edlibach
6314;2685888.285;1222016.646;ZG;Unterägeri
6315;2690617.993;1220502.202;ZG;Morgarten
6317;2681147.0;1222049.0;ZG;Oberwil b. Zug
6318;2681827.58;1217317.57;ZG;Walchwil
6319;2684528.0;1224477.0;ZG;Allenwinden
6330;2677332.324;1226537.774;ZG;Cham
6331;2674712.952;1225649.242;ZG;Hünenberg
6332;2675398.023;1228556.873;ZG;Hagendorn
6333;2676476.0;1225234.0;ZG;Hünenberg See
6340;2684326.239;1229021.112;ZG;Baar
6343;2676452.25;1221601.5;ZG;Buonas
6344;2676098.0;1219476.0;LU;Meierskappel
6345;2686221.728;1228638.123;ZG;Neuheim
6353;2675650.695;1209601.664;LU;Weggis
6354;2679404.195;1207380.778;LU;Vitznau
6356;2678532.249;1210760.167;LU;Rigi Kaltbad
6362;2668570.941;1203122.239;NW;Stansstad
6363;2670630.975;1204517.99;NW;Fürigen
6365;2670998.348;1205931.427;NW;Kehrsiten
6370;2671212.529;1201278.347;NW;Oberdorf NW
6372;2667085.042;1199861.118;NW;Ennetmoos
6373;2674024.35;1204339.481;NW;Ennetbürgen
6374;2674756.492;1202969.271;NW;Buochs
6375;2678460.0;1202146.0;NW;Beckenried
6376;2681670.059;1200969.4;NW;Emmetten
6377;2686812.998;1202927.047;UR;Seelisberg
6382;2673042.0;1199165.0;NW;Büren NW
6383;2672086.295;1197084.169;NW;Wiesenberg
6386;2672985.0;1195569.0;NW;Wolfenschiessen
6387;2674944.0;1193273.0;NW;Oberrickenbach
6388;2671695.151;1191628.026;NW;Grafenort
6390;2674027.952;1185849.16;OW;Engelberg
6402;2673782.0;1213346.0;SZ;Merlischachen
6403;2675911.0;1215054.0;SZ;Küssnacht am Rigi
6404;2675365.0;1212023.0;LU;Greppen
6405;2677653.0;1216558.0;SZ;Immensee
6410;2680901.2;1211033.4;SZ;Goldau
6414;2683623.0;1212255.0;SZ;Oberarth
6415;2682571.0;1213186.0;SZ;Arth
6416;2687119.289;1212322.689;SZ;Steinerberg
6417;2690964.284;1214707.134;SZ;Sattel
6418;2693795.833;1217729.455;SZ;Rothenthurm
6422;2689060.045;1211620.461;SZ;Steinen
6423;2690825.309;1209351.338;SZ;Seewen SZ
6424;2687031.0;1209597.0;SZ;Lauerz
6430;2692390.0;1208840.0;SZ;Schwyz
6432;2693965.0;1207592.0;SZ;Rickenbach b. Schwyz
6433;2693589.942;1203705.52;SZ;Stoos SZ
6434;2698177.0;1205298.0;SZ;Illgau
6436;2701328.668;1202281.341;SZ;Ried (Muotathal)
6438;2691750.0;1207422.0;SZ;Ibach
6440;2688876.28;1206056.874;SZ;Brunnen
6441;2687824.0;1202701.0;UR;Rütli
6442;2682593.0;1205544.0;SZ;Gersau
6443;2689879.0;1204111.0;SZ;Morschach
6452;2691984.525;1200189.344;UR;Sisikon
6454;2692062.455;1197129.522;UR;Flüelen
6460;2691616.351;1192608.521;UR;Altdorf UR
6461;2684301.0;1195489.0;UR;Isenthal
6462;2689443.0;1193094.0;UR;Seedorf UR
6463;2694119.0;1192569.0;UR;Bürglen UR
6464;2698535.247;1192576.98;UR;Spiringen
6465;2702097.0;1191326.0;UR;Unterschächen
6466;2686673.664;1198418.383;UR;Bauen
6467;2692431.0;1190921.0;UR;Schattdorf
6468;2690602.0;1190813.0;UR;Attinghausen
6469;2694778.033;1190263.767;UR;Haldi b. Schattdorf
6472;2692219.831;1186463.214;UR;Erstfeld
6473;2694063.068;1183088.14;UR;Silenen
6474;2693601.241;1181068.094;UR;Amsteg
6475;2697083.0;1180578.0;UR;Bristen
6476;2692419.965;1179669.263;UR;Intschi
6482;2690777.0;1176945.0;UR;Gurtnellen
6484;2688807.0;1173147.0;UR;Wassen UR
6485;2684729.0;1175865.0;UR;Meien
6487;2687505.0;1169049.0;UR;Göschenen
6490;2688647.0;1165574.0;UR;Andermatt
6491;2681125.0;1160852.0;UR;Realp
6493;2686375.0;1163772.0;UR;Hospental
6500;2722488.0;1117063.0;TI;Bellinzona
6503;2722001.0;1118621.0;TI;Bellinzona
6512;2721500.0;1114802.0;TI;Giubiasco
6513;2720407.0;1116513.0;TI;Monte Carasso
6514;2719830.0;1115758.0;TI;Sementina
6515;2716261.868;1114861.973;TI;Gudo
6516;2714131.578;1114851.589;TI;Cugnasco
6517;2724062.0;1119378.0;TI;Arbedo
6518;2722620.0;1119888.0;TI;Gorduno
6523;2720362.0;1124741.0;TI;Preonzo
6524;2719658.0;1125282.0;TI;Moleno
6525;2722094.0;1121442.0;TI;Gnosca
6526;2718864.0;1126768.0;TI;Prosito
6527;2718769.0;1128840.0;TI;Lodrino
6528;2720924.334;1113583.529;TI;Camorino
6532;2723976.763;1120703.958;TI;Castione
6533;2725586.485;1121316.518;TI;Lumino
6534;2728504.0;1122193.0;GR;S. Vittore
6535;2730220.0;1121833.0;GR;Roveredo GR
6537;2731827.656;1123295.781;GR;Grono
6538;2732528.0;1125525.0;GR;Verdabbio
6540;2731175.0;1124339.0;GR;Castaneda
6541;2731342.931;1125082.437;GR;Sta. Maria in Calanca
6542;2728390.0;1125601.0;GR;Buseno
6543;2728882.0;1129087.0;GR;Arvigo
6544;2729855.0;1129288.0;GR;Braggio
6545;2729232.0;1131186.0;GR;Selma
6546;2729585.0;1132744.0;GR;Cauco
6548;2729739.667;1136193.667;GR;Augio
6549;2728369.0;1119262.0;GR;Laura
6556;2733030.0;1124856.0;GR;Leggia
6557;2733570.104;1126380.148;GR;Cama
6558;2735610.0;1131068.0;GR;Lostallo
6562;2737150.0;1136227.0;GR;Soazza
6563;2737957.0;1140169.0;GR;Mesocco
6565;2734932.0;1146669.0;GR;S. Bernardino
6571;2707515.0;1105787.0;TI;Indemini
6572;2712652.313;1112319.19;TI;Quartino
6573;2709895.0;1111541.0;TI;Magadino
6574;2708451.0;1110882.0;TI;Vira (Gambarogno)
6575;2705871.5;1109910.0;TI;S. Nazzaro
6576;2704354.0;1108830.0;TI;Gerra (Gambarogno)
6577;2703162.0;1107655.0;TI;Ranzo
6578;2702521.0;1106921.0;TI;Caviano
6579;2707095.0;1110226.0;TI;Piazzogna
6582;2723145.0;1114560.0;TI;Pianezzo
6583;2725655.0;1114463.0;TI;S. Antonio (Val Morobbia)
6584;2727555.0;1114348.0;TI;Carena
6592;2718923.107;1112766.589;TI;S. Antonino
6593;2716681.49;1112133.283;TI;Cadenazzo
6594;2714854.28;1112094.473;TI;Contone
6595;2712088.535;1115049.29;TI;Riazzino
6596;2710172.03;1115354.547;TI;Gordola
6597;2713405.0;1115248.0;TI;Agarone
6598;2708957.0;1115183.0;TI;Tenero
6599;2716459.0;1111183.0;TI;Robasacco
6600;2704478.254;1114168.477;TI;Solduno
6605;2703904.9;1114894.455;TI;Locarno
6612;2703124.231;1112506.329;TI;Ascona
6613;2699513.0;1110797.0;TI;Porto Ronco
6614;2699049.5;1109016.5;TI;Brissago
6616;2702076.0;1113898.0;TI;Losone
6618;2700691.465;1113129.978;TI;Arcegno
6622;2699514.112;1111356.563;TI;Ronco sopra Ascona
6631;2707944.0;1121452.0;TI;Corippo
6632;2709737.0;1120023.0;TI;Vogorno
6633;2708399.0;1124538.0;TI;Lavertezzo
6634;2704071.0;1127938.0;TI;Brione (Verzasca)
6635;2704913.0;1130650.0;TI;Gerra (Verzasca)
6636;2704939.0;1132982.0;TI;Frasco
6637;2703434.0;1134198.0;TI;Sonogno
6644;2704979.406;1115066.483;TI;Orselina
6645;2706258.826;1116000.269;TI;Brione sopra Minusio
6646;2708204.433;1116104.041;TI;Contra
6647;2708341.0;1118581.0;TI;Mergoscia
6648;2706520.0;1114990.0;TI;Minusio
6652;2700861.974;1115754.565;TI;Tegna
6653;2699814.0;1115606.0;TI;Verscio
6654;2698906.0;1115594.0;TI;Cavigliano
6655;2694544.819;1113608.716;TI;Rasa
6656;2698356.0;1114915.0;TI;Golino
6657;2692330.0;1112043.0;TI;Palagnedra
6658;2690886.0;1112972.0;TI;Borgnone
6659;2690715.0;1111832.0;TI;Camedo
6661;2691433.7;1118069.5;TI;Auressio
6670;2700980.846;1117956.781;TI;Avegno
6672;2700837.0;1120245.0;TI;Gordevio
6673;2697989.0;1122715.0;TI;Maggia
6674;2692711.5;1127387.5;TI;Riveo
6675;2689678.0;1129756.0;TI;Cevio
6676;2690289.0;1132662.0;TI;Bignasco
6677;2698229.5;1121291.0;TI;Aurigeno
6678;2695977.333;1124787.667;TI;Coglio
6682;2688177.667;1129305.447;TI;Linescio
6683;2684693.0;1128069.5;TI;Cerentino
6684;2681395.0;1126595.0;TI;Campo (Vallemaggia)
6685;2681013.0;1130090.0;TI;Bosco/Gurin
6690;2685753.0;1137849.0;TI;Cavergno
6692;2692072.5;1134857.0;TI;Brontallo
6693;2693858.0;1137270.0;TI;Broglio
6694;2694191.0;1138820.0;TI;Prato-Sornico
6695;2691635.0;1140611.0;TI;Peccia
6696;2693990.0;1143762.0;TI;Fusio
6702;2722287.0;1123872.0;TI;Claro
6703;2719358.0;1130011.0;TI;Osogna
6705;2720724.0;1127189.0;TI;Cresciano
6707;2717448.0;1132127.0;TI;Iragna
6710;2717918.242;1135536.047;TI;Biasca
6713;2719579.0;1141347.0;TI;Malvaglia
6714;2717625.148;1140598.704;TI;Semione
6715;2716448.0;1144227.0;TI;Dongio
6716;2714843.0;1146594.667;TI;Acquarossa
6717;2716266.5;1150026.0;TI;Dangio
6718;2713521.0;1153870.5;TI;Camperio
6719;2715593.0;1151484.0;TI;Aquila
6720;2714881.5;1157793.5;TI;Campo (Blenio)
6721;2717634.0;1142751.5;TI;Ludiano
6722;2715116.0;1144970.0;TI;Corzoneso
6723;2713881.667;1147804.667;TI;Castro
6724;2714963.5;1149600.5;TI;Largario
6742;2716113.612;1135906.199;TI;Pollegio
6743;2713410.0;1137466.0;TI;Bodio TI
6744;2713832.0;1136272.0;TI;Personico
6745;2710419.0;1139919.0;TI;Giornico
6746;2707827.333;1144483.333;TI;Calonico
6747;2707460.0;1142182.0;TI;Chironico
6748;2709470.0;1143197.0;TI;Anzonico
6749;2711818.5;1140583.5;TI;Cavagnago
6760;2705790.833;1149093.667;TI;Calpiogna
6763;2703195.0;1149871.5;TI;Mairengo
6764;2706147.0;1147257.0;TI;Chiggiogna
6772;2699736.0;1149655.0;TI;Rodi-Fiesso
6773;2701064.0;1148767.0;TI;Prato (Leventina)
6774;2702696.0;1148058.0;TI;Dalpe
6775;2696504.0;1151655.0;TI;Ambrì
6776;2695116.0;1152611.0;TI;Piotta
6777;2698263.0;1151854.0;TI;Quinto
6780;2690189.0;1153629.0;TI;Airolo
6781;2682722.0;1151060.0;TI;Bedretto
6802;2714617.0;1108784.0;TI;Rivera
6803;2715796.0;1107190.0;TI;Camignolo
6804;2715655.0;1108162.0;TI;Bironico
6805;2714465.0;1105525.0;TI;Mezzovico
6806;2714183.0;1104340.0;TI;Sigirino
6807;2715282.556;1102433.48;TI;Taverne
6808;2714799.0;1102629.0;TI;Torricella
6809;2717800.341;1108533.457;TI;Medeglia
6810;2719610.0;1109793.0;TI;Isone
6814;2715723.941;1099724.998;TI;Lamone
6815;2716818.0;1090202.0;TI;Melide
6816;2718463.0;1090100.0;TI;Bissone
6817;2718889.0;1088173.0;TI;Maroggia
6818;2719957.0;1086851.0;TI;Melano
6821;2720030.0;1088156.0;TI;Rovio
6822;2719986.0;1090735.0;TI;Arogno
6823;2719620.014;1093569.893;TI;Pugerna
6825;2719591.623;1084740.584;TI;Capolago
6826;2718934.0;1084627.0;TI;Riva San Vitale
6827;2716271.444;1086773.427;TI;Brusino Arsizio
6828;2721742.817;1078466.441;TI;Balerna
6830;2723400.849;1077186.072;TI;Chiasso
6832;2721824.0;1076212.5;TI;Pedrinate
6833;2723938.0;1078359.0;TI;Vacallo
6834;2722840.0;1078799.0;TI;Morbio Inferiore
6835;2723091.0;1080001.0;TI;Morbio Superiore
6837;2723924.5;1081886.5;TI;Bruzella
6838;2724549.0;1084582.5;TI;Cabbio
6839;2724301.0;1079615.0;TI;Sagno
6850;2720018.365;1081074.599;TI;Mendrisio
6852;2718215.0;1079175.0;TI;Genestrerio
6853;2717557.269;1080022.639;TI;Ligornetto
6854;2716443.0;1079580.0;TI;S. Pietro
6855;2716487.26;1078761.409;TI;Stabio
6862;2718808.0;1081094.0;TI;Rancate
6863;2717517.0;1081227.0;TI;Besazio
6864;2716620.0;1081533.0;TI;Arzo
6865;2717878.0;1082058.0;TI;Tremona
6866;2717532.0;1083233.0;TI;Meride
6867;2715721.0;1085614.0;TI;Serpiano
6872;2720746.0;1081654.0;TI;Salorino
6873;2720902.0;1080053.0;TI;Corteglia
6874;2721811.653;1080095.775;TI;Castel San Pietro
6875;2723488.333;1082421.0;TI;Campora
6877;2720334.902;1079340.364;TI;Coldrerio
6883;2719713.0;1077903.0;TI;Novazzano
6900;2716867.407;1095787.633;TI;Lugano
6912;2716399.0;1093554.0;TI;Pazzallo
6913;2716137.0;1092245.0;TI;Carabbia
6914;2716138.0;1090645.0;TI;Carona
6915;2715625.0;1093752.0;TI;Pambio-Noranco
6916;2715426.818;1091805.429;TI;Grancia
6917;2714584.0;1091013.0;TI;Barbengo
6918;2714101.0;1090260.0;TI;Figino
6919;2713254.0;1091833.0;TI;Carabietta
6921;2715205.0;1087666.0;TI;Vico Morcote
6922;2714277.0;1087203.0;TI;Morcote
6924;2716022.596;1095479.071;TI;Sorengo
6925;2715637.932;1094457.194;TI;Gentilino
6926;2714566.0;1093435.0;TI;Montagnola
6927;2714356.0;1092016.0;TI;Agra
6928;2714643.0;1099325.0;TI;Manno
6929;2714629.0;1099951.0;TI;Gravesano
6930;2714669.738;1101062.047;TI;Bedano
6932;2715447.0;1096150.0;TI;Breganzona
6933;2714645.0;1095015.0;TI;Muzzano
6934;2713829.254;1096953.1;TI;Bioggio
6935;2713835.0;1098188.0;TI;Bosco Luganese
6936;2712724.0;1097641.0;TI;Cademario
6937;2710870.0;1098931.0;TI;Breno
6938;2711569.0;1100054.0;TI;Fescoggia
6939;2712789.5;1100655.5;TI;Arosio
6942;2716618.766;1097484.215;TI;Savosa
6943;2716057.276;1098087.623;TI;Vezia
6944;2716604.601;1099479.519;TI;Cureglia
6945;2716727.588;1101201.616;TI;Origlio
6946;2716789.0;1102146.0;TI;Ponte Capriasca
6947;2717488.0;1102172.0;TI;Vaglio
6948;2717349.961;1098467.573;TI;Porza
6949;2717414.0;1099441.0;TI;Comano
6950;2718353.0;1103140.0;TI;Tesserete
6951;2724525.333;1105737.5;TI;Bogno
6952;2718274.0;1099299.0;TI;Canobbio
6953;2718663.0;1101996.0;TI;Lugaggia
6954;2717399.0;1103135.5;TI;Bigorio
6955;2719261.5;1103154.5;TI;Cagiallo
6956;2719089.0;1103116.0;TI;Lopagno
6957;2719488.0;1103621.0;TI;Roveredo TI
6958;2721381.62;1104753.31;TI;Bidogno
6959;2724060.6;1104739.2;TI;Certara
6960;2718466.0;1105308.0;TI;Odogno
6962;2718626.0;1096863.0;TI;Viganello
6963;2719210.0;1097840.5;TI;Cureggia
6964;2719350.0;1099360.0;TI;Davesco-Soragno
6965;2719791.0;1100531.0;TI;Cadro
6966;2720374.0;1101375.0;TI;Villa Luganese
6967;2719520.0;1101331.0;TI;Dino
6968;2720405.0;1102164.0;TI;Sonvico
6974;2719296.0;1096379.0;TI;Aldesago
6976;2719366.0;1095639.0;TI;Castagnola
6977;2719199.0;1095981.0;TI;Ruvigliana
6978;2721191.0;1096127.0;TI;Gandria
6979;2720712.0;1096773.0;TI;Brè sopra Lugano
