station_abbr;station_name;year;n_hours;t_mean_annual_c;t_min_annual_c;t_max_annual_c;t_mean_summer_c;t_p95_summer_c;t_p99_summer_c;cdh_24;cdh_26;hours_above_24;hours_above_26;hours_above_28;hours_above_30;night_hours_below_18;hot_nights_min_gt_18;night_hours_below_20;hot_nights_min_gt_20
STG;Saint_Galles;2018;8760;9.95;-14.8;30.2;18.341;25.3;28.193;389.1;114.3;209;75;27;1;612;8;727;5
STG;Saint_Galles;2019;8760;9.504;-9.0;31.3;18.482;26.4;29.986;660.8;277.5;275;127;59;21;575;9;699;6
STG;Saint_Galles;2020;8784;9.736;-5.9;29.1;17.11;24.6;26.8;229.8;49.2;145;40;12;0;649;8;732;3
STG;Saint_Galles;2021;8733;8.358;-12.1;27.6;16.6;23.8;26.686;152.1;27.7;98;35;0;0;726;6;773;0
STG;Saint_Galles;2022;8760;10.277;-8.8;31.1;18.691;26.165;29.386;577.4;222.5;247;115;50;12;614;7;732;3
STG;Saint_Galles;2023;8760;10.287;-7.4;31.3;18.564;26.3;29.1;610.9;231.9;258;125;50;10;563;19;651;7
STG;Saint_Galles;2024;8784;10.142;-9.8;29.9;18.178;25.4;27.7;376.9;97.2;210;75;14;0;537;10;728;0
THU;Thoune;2012;273;3.111;-3.1;11.5;;;;0.0;0.0;0;0;0;0;0;0;0;0
THU;Thoune;2013;8661;8.222;-15.5;32.8;17.738;27.4;30.792;888.2;411.1;308;172;85;36;704;1;772;0
THU;Thoune;2014;8674;9.673;-13.0;30.6;16.855;25.0;29.0;378.4;154.5;151;79;35;8;798;0;826;0
THU;Thoune;2015;8579;9.424;-10.5;35.9;19.525;29.7;33.3;1836.0;1049.3;461;330;215;98;634;7;755;1
THU;Thoune;2016;8784;9.083;-15.1;31.7;17.808;27.165;30.2;821.0;365.4;291;171;78;27;750;0;806;0
THU;Thoune;2017;8760;9.305;-15.2;32.6;18.992;28.265;30.693;1209.5;551.1;410;229;117;43;697;2;797;0
THU;Thoune;2018;8760;10.279;-14.4;32.8;19.2;28.065;31.193;1208.7;566.6;411;234;111;48;742;0;809;0
THU;Thoune;2019;8760;9.729;-8.8;35.3;19.163;29.065;33.286;1490.0;787.5;428;262;142;75;694;3;779;0
THU;Thoune;2020;8784;9.907;-7.7;32.5;17.921;26.9;29.593;796.8;310.9;303;175;62;13;751;0;806;0
THU;Thoune;2021;8760;8.752;-10.8;31.0;17.623;26.5;29.0;597.9;241.6;225;132;54;6;777;0;808;0
THU;Thoune;2022;8760;10.539;-11.0;34.3;19.84;29.2;32.6;1748.0;891.8;536;326;181;69;679;5;776;0
THU;Thoune;2023;8760;10.419;-15.7;35.3;19.347;28.8;33.093;1484.6;760.2;461;265;151;69;701;1;793;0
THU;Thoune;2024;8784;10.208;-13.6;33.0;19.002;27.9;29.7;1030.1;449.3;372;212;105;17;667;2;806;0
ZER;Zermatt;1981;706;-5.304;-17.8;4.9;;;;0.0;0.0;0;0;0;0;0;0;0;0
ZER;Zermatt;1982;8760;4.169;-15.2;25.7;12.327;21.1;24.293;19.7;0.0;29;0;0;0;826;0;828;0
ZER;Zermatt;1983;8760;4.538;-15.7;31.5;13.522;23.265;28.079;236.2;95.9;90;49;23;3;815;0;827;0
ZER;Zermatt;1984;8784;3.15;-16.0;27.5;11.386;19.7;24.1;29.9;4.5;24;7;0;0;825;0;827;0
ZER;Zermatt;1985;8760;3.772;-21.7;27.1;11.81;20.9;23.8;16.2;2.6;13;4;0;0;828;0;828;0
ZER;Zermatt;1986;8760;3.824;-20.8;25.8;11.982;21.1;24.3;23.8;0.0;30;0;0;0;828;0;828;0
ZER;Zermatt;1987;8760;4.018;-24.6;25.6;11.548;21.2;23.693;10.3;0.0;15;0;0;0;819;0;821;0
ZER;Zermatt;1988;8784;4.412;-14.6;27.0;12.21;21.1;23.5;11.8;2.6;8;3;0;0;823;0;828;0
ZER;Zermatt;1989;8760;5.262;-10.8;26.1;12.166;20.3;22.8;10.4;0.1;10;1;0;0;828;0;828;0
ZER;Zermatt;1990;8760;4.914;-13.4;27.1;12.629;21.665;24.7;39.9;2.7;36;5;0;0;828;0;828;0
ZER;Zermatt;1991;8760;4.071;-19.8;27.6;12.866;21.6;23.6;20.4;2.8;15;4;0;0;827;0;828;0
ZER;Zermatt;1992;8784;4.572;-14.9;26.3;12.572;22.0;24.3;25.7;0.3;31;1;0;0;824;0;828;0
ZER;Zermatt;1993;8760;4.191;-17.2;26.9;12.043;20.8;23.186;11.9;1.6;10;2;0;0;828;0;828;0
ZER;Zermatt;1994;8760;5.123;-14.2;27.1;13.492;22.0;24.5;38.1;5.2;29;6;0;0;818;0;825;0
ZER;Zermatt;1995;8760;3.884;-17.6;27.3;12.054;21.2;23.893;30.4;4.5;22;6;0;0;828;0;828;0
ZER;Zermatt;1996;8784;3.737;-15.9;24.3;11.946;20.2;22.293;0.3;0.0;1;0;0;0;828;0;828;0
ZER;Zermatt;1997;8760;4.902;-12.1;24.4;11.769;19.965;22.3;0.0;0.0;0;0;0;0;828;0;828;0
ZER;Zermatt;1998;8760;4.426;-14.7;28.3;13.131;22.165;25.686;82.9;19.7;48;16;1;0;824;0;826;0
ZER;Zermatt;1999;8760;4.099;-18.9;25.1;12.217;19.9;22.893;2.9;0.0;5;0;0;0;827;0;828;0
ZER;Zermatt;2000;8784;4.634;-15.9;28.2;12.349;21.2;24.093;27.1;4.1;23;3;1;0;815;0;826;0
ZER;Zermatt;2001;8760;4.392;-16.5;24.8;12.196;21.065;23.793;7.3;0.0;17;0;0;0;828;0;828;0
ZER;Zermatt;2002;8760;4.699;-15.6;26.8;12.37;20.6;24.6;42.3;4.1;29;10;0;0;828;0;828;0
ZER;Zermatt;2003;8760;5.22;-18.4;28.7;15.572;24.5;27.093;245.6;54.7;136;58;4;0;823;0;828;0
ZER;Zermatt;2004;8784;4.245;-16.4;25.5;12.432;20.8;23.293;5.8;0.0;6;0;0;0;827;0;828;0
ZER;Zermatt;2005;8760;3.772;-19.0;28.9;12.608;22.4;25.593;102.2;27.1;64;17;5;0;828;0;828;0
ZER;Zermatt;2006;8760;4.985;-16.9;26.1;12.99;23.0;24.9;45.2;0.1;54;1;0;0;828;0;828;0
ZER;Zermatt;2007;8760;4.892;-14.8;23.7;11.834;20.3;22.8;0.0;0.0;0;0;0;0;827;0;828;0
ZER;Zermatt;2008;8784;4.483;-12.6;26.2;12.285;20.5;23.0;9.6;0.2;8;1;0;0;828;0;828;0
ZER;Zermatt;2009;8760;4.62;-17.4;27.1;13.491;21.9;24.0;30.1;4.1;22;6;0;0;817;0;828;0
ZER;Zermatt;2010;8760;3.642;-17.1;27.7;13.043;22.1;25.293;62.2;8.5;43;14;0;0;828;0;828;0
ZER;Zermatt;2011;8558;5.419;-14.3;28.8;12.235;21.2;25.664;83.0;17.4;52;15;4;0;772;0;774;0
ZER;Zermatt;2012;8784;4.742;-21.6;29.6;13.608;22.1;26.0;102.6;28.2;54;21;4;0;826;0;827;0
ZER;Zermatt;2013;8760;4.171;-17.7;27.0;13.001;21.9;24.7;40.4;2.9;34;7;0;0;816;1;822;0
ZER;Zermatt;2014;8760;5.205;-14.6;25.7;11.816;19.7;23.4;9.5;0.0;16;0;0;0;823;0;827;0
ZER;Zermatt;2015;8760;5.646;-12.7;29.0;14.437;23.9;26.8;179.4;40.3;106;41;4;0;826;0;828;0
ZER;Zermatt;2016;8784;5.025;-16.1;28.0;13.208;22.2;25.7;79.5;14.1;50;17;0;0;828;0;828;0
ZER;Zermatt;2017;8760;5.162;-16.9;28.0;14.46;23.365;25.493;88.9;9.2;71;14;0;0;819;0;824;0
ZER;Zermatt;2018;8641;5.848;-20.7;27.1;14.54;22.665;25.093;57.0;4.5;51;8;0;0;825;0;828;0
ZER;Zermatt;2019;8697;5.376;-14.6;29.7;14.683;23.58;27.456;215.6;77.0;96;46;16;0;788;0;803;0
ZER;Zermatt;2020;8784;5.873;-11.3;27.0;13.274;22.1;24.6;39.8;2.5;35;5;0;0;826;0;828;0
ZER;Zermatt;2021;8760;4.799;-14.5;26.7;13.12;21.3;24.3;26.3;1.7;30;3;0;0;828;0;828;0
ZER;Zermatt;2022;8699;6.622;-12.0;28.8;15.652;24.3;26.993;212.8;47.3;130;46;4;0;810;0;828;0
ZER;Zermatt;2023;8708;6.137;-15.7;30.5;14.524;24.1;27.5;236.2;80.1;115;51;16;1;816;0;827;0
ZER;Zermatt;2024;8784;6.008;-12.3;28.9;14.496;23.1;25.893;97.5;16.6;64;16;2;0;828;0;828;0
